12:45:34.6078,20839,30.74,13
12:45:35.2808,6667,9.83,29
12:45:37.7906,6752,9.96,29
12:45:40.2982,6807,10.04,29
12:45:42.1183,21054,31.05,13
12:45:42.7835,6864,10.12,29
12:45:44.624,21134,31.17,13
12:45:45.301,6904,10.18,29
12:45:47.8057,6974,10.29,29
12:45:50.3087,6994,10.32,29
12:45:52.6644,21242,31.33,13
12:45:53.3312,7072,10.43,29
12:45:54.652,21319,31.45,13
12:45:55.3259,6982,10.30,29
12:46:00.3508,6847,10.10,29
12:46:02.1723,21384,31.54,13
12:46:02.8366,6907,10.19,29
12:46:05.3326,6934,10.23,29
12:46:07.1685,21037,31.03,13
12:46:09.6777,20097,29.64,13
12:46:10.3517,5529,8.16,29
12:46:12.1861,19014,28.05,13
12:46:12.8669,4647,6.85,29
12:46:14.7105,18114,26.72,13
12:46:15.3679,3704,5.46,29
12:46:17.876,2739,4.04,29
12:46:19.7049,16107,23.76,13
12:46:20.382,1804,2.66,29
12:46:22.216,15089,22.26,13
12:46:22.8928,1204,1.78,29
12:46:24.7179,14107,20.81,13
12:46:25.3953,1179,1.74,29
12:46:27.2148,13104,19.33,13
12:46:27.8952,1857,2.74,29
12:46:29.7184,12077,17.81,13
12:46:30.398,2817,4.16,29
12:46:32.2156,11174,16.48,13
12:46:32.9019,3744,5.52,29
12:46:34.7168,10109,14.91,13
12:46:35.4134,4729,6.98,29
12:46:37.2283,9242,13.63,13
12:46:37.9228,5594,8.25,29
12:46:39.7461,8367,12.34,13
12:46:40.4489,6487,9.57,29
12:46:42.9378,7227,10.66,29
12:46:44.7421,7417,10.94,13
12:46:45.4423,7322,10.80,29
12:46:47.256,7349,10.84,13
12:46:47.9559,7424,10.95,29
12:46:49.7575,7379,10.88,13
12:46:50.4602,7357,10.85,29
12:46:52.2766,7357,10.85,13
12:46:52.9701,7367,10.87,29
12:46:55.5,8144,12.01,29
12:46:57.3031,6104,9.00,13
12:46:58.0042,8667,12.78,29
12:46:59.8032,5952,8.78,13
12:47:00.5027,8759,12.92,29
12:47:03.0116,8844,13.04,29
12:47:04.8149,5852,8.63,13
12:47:07.3247,5952,8.78,13
12:47:08.0297,8792,12.97,29
12:47:09.8395,6422,9.47,13
12:47:13.1248,8982,13.25,29
12:47:13.9749,85784,126.53,50
12:47:15.5577,9194,13.56,29
12:47:16.4133,85517,126.14,50
12:47:17.353,8217,12.12,13
12:47:18.055,9567,14.11,29
12:47:18.9127,85299,125.82,50
12:47:19.8589,8939,13.19,13
12:47:20.5572,9984,14.73,29
12:47:21.4055,85042,125.44,50
12:47:22.3644,9657,14.24,13
12:47:23.0651,10479,15.46,29
12:47:23.9212,84809,125.09,50
12:47:26.4297,84549,124.71,50
12:47:27.404,11257,16.60,13
12:47:28.1064,11664,17.20,29
12:47:28.945,84324,124.38,50
12:47:31.4458,84049,123.97,50
12:47:32.4265,13389,19.75,13
12:47:33.1174,12982,19.15,29
12:47:33.9524,83807,123.62,50
12:47:35.6338,13704,20.21,29
12:47:36.4643,83537,123.22,50
12:47:38.147,14444,21.30,29
12:47:38.9768,83287,122.85,50
12:47:40.6652,15187,22.40,29
12:47:41.4942,82994,122.42,50
12:47:43.1715,15957,23.54,29
12:47:44.0028,82732,122.03,50
12:47:45.6762,16344,24.11,29
12:47:46.5404,82504,121.69,50
12:47:47.4697,17962,26.49,13
12:47:48.1731,16339,24.10,29
12:47:49.0039,82379,121.51,50
12:47:51.5282,82209,121.26,50
12:47:54.0205,82107,121.11,50
12:47:56.5445,82004,120.96,50
12:47:59.04,81899,120.80,50
12:48:00.0072,18022,26.58,13
12:48:00.7068,15844,23.37,29
12:48:01.5293,81779,120.62,50
12:48:02.5165,18014,26.57,13
12:48:04.0441,81699,120.51,50
12:48:05.7149,15642,23.07,29
12:48:06.548,81589,120.34,50
12:48:07.5244,17899,26.40,13
12:48:09.0545,81509,120.23,50
12:48:11.5555,81164,119.72,50
12:48:14.063,80329,118.49,50
12:48:15.7254,14114,20.82,29
12:48:16.5617,79307,116.98,50
12:48:18.2436,13642,20.12,29
12:48:19.0731,78334,115.54,50
12:48:20.0534,19322,28.50,13
12:48:20.7405,13257,19.55,29
12:48:21.5792,77329,114.06,50
12:48:22.5677,19809,29.22,13
12:48:24.0872,76342,112.60,50
12:48:26.5981,75329,111.11,50
12:48:28.2637,12389,18.27,29
12:48:29.1046,74367,109.69,50
12:48:30.7739,12389,18.27,29
12:48:31.6085,73372,108.22,50
12:48:32.6014,22309,32.91,13
12:48:34.1068,72414,106.81,50
12:48:35.7936,12492,18.43,29
12:48:36.6079,71447,105.38,50
12:48:37.615,23547,34.73,13
12:48:39.107,70729,104.33,50
12:48:41.6071,70497,103.98,50
12:48:44.116,70454,103.92,50
12:48:46.6229,70422,103.87,50
12:48:49.1245,70442,103.90,50
12:48:50.1442,23767,35.06,13
12:48:51.6303,70452,103.92,50
12:48:53.3171,12687,18.71,29
12:48:54.1371,70482,103.96,50
12:48:55.8279,12622,18.62,29
12:48:56.6396,70497,103.98,50
12:48:59.146,70612,104.15,50
12:49:00.1626,23262,34.31,13
12:49:00.8317,11799,17.40,29
12:49:01.6516,70899,104.58,50
12:49:03.339,10802,15.93,29
12:49:04.1752,71314,105.19,50
12:49:06.6589,71694,105.75,50
12:49:07.6759,21114,31.14,13
12:49:08.3532,8917,13.15,29
12:49:09.1789,72069,106.30,50
12:49:10.1927,20517,30.26,13
12:49:10.8541,7939,11.71,29
12:49:11.6898,72407,106.80,50
12:49:13.3596,7014,10.35,29
12:49:14.1974,72769,107.33,50
12:49:15.8566,6179,9.11,29
12:49:17.6957,19117,28.20,13
12:49:18.3698,5382,7.94,29
12:49:20.2085,18854,27.81,13
12:49:20.8795,4682,6.91,29
12:49:23.391,4254,6.27,29
12:49:25.2159,18474,27.25,13
12:49:25.8858,4092,6.04,29
12:49:27.7264,18287,26.97,13
12:49:28.4042,4054,5.98,29
12:49:30.2357,18384,27.12,13
12:49:30.8988,3939,5.81,29
