0.00,5932302.418726682,557717.0664973493
0.10,5932302.418807701,557717.0731246844
0.20,5932302.418888721,557717.0797520196
0.30,5932302.407682897,557717.0732606853
0.40,5932302.407763916,557717.0798880206
0.50,5932302.396639109,557717.0800240216
0.60,5932302.396639109,557717.0800240216
0.70,5932302.385514304,557717.0801600226
0.80,5932302.374470515,557717.0869233586
0.90,5932302.374470515,557717.0869233586
1.00,5932302.36334571,557717.0870593595
1.10,5932302.352301923,557717.0938226958
1.20,5932302.352301923,557717.0938226958
1.30,5932302.352382941,557717.1004500312
1.40,5932302.341339156,557717.1072133672
1.50,5932302.3414201755,557717.1138407025
1.60,5932302.3414201755,557717.1138407025
1.70,5932302.3415822135,557717.1270953731
1.80,5932302.3415822135,557717.1270953731
1.90,5932302.341663233,557717.1337227081
2.00,5932302.341744253,557717.1403500435
2.10,5932302.341744253,557717.1403500435
2.20,5932302.341744253,557717.1403500435
2.30,5932302.352950078,557717.1468413776
2.40,5932302.352950078,557717.1468413776
2.50,5932302.352950078,557717.1468413776
2.60,5932302.341825272,557717.1469773788
2.70,5932302.341825272,557717.1469773788
2.80,5932302.341825272,557717.1469773788
2.90,5932302.341906291,557717.153604714
3.00,5932302.330781485,557717.1537407151
3.10,5932302.330781485,557717.1537407151
3.20,5932302.330781485,557717.1537407151
3.30,5932302.3196566785,557717.1538767163
3.40,5932302.319737697,557717.1605040516
3.50,5932302.308693911,557717.167267388
3.60,5932302.308693911,557717.167267388
3.70,5932302.30877493,557717.1738947233
3.80,5932302.297650124,557717.1740307246
3.90,5932302.297731143,557717.1806580598
4.00,5932302.286606338,557717.180794061
4.10,5932302.286606338,557717.180794061
4.20,5932302.275562551,557717.1875573975
4.30,5932302.275562551,557717.1875573975
4.40,5932302.275562551,557717.1875573975
4.50,5932302.264518764,557717.1943207341
4.60,5932302.264518764,557717.1943207341
4.70,5932302.264518764,557717.1943207341
4.80,5932302.253474978,557717.2010840707
4.90,5932302.253555997,557717.207711406
5.00,5932302.253637017,557717.2143387415
5.10,5932302.24259323,557717.2211020781
5.20,5932302.242674249,557717.2277294134
5.30,5932302.231549443,557717.2278654147
5.40,5932302.231630461,557717.2344927501
5.50,5932302.231630461,557717.2344927501
5.60,5932302.231711481,557717.2411200855
5.70,5932302.231711481,557717.2411200855
5.80,5932302.242836289,557717.2409840842
5.90,5932302.242917308,557717.2476114195
6.00,5932302.253961095,557717.2408480828
6.10,5932302.265085901,557717.2407120814
6.20,5932302.265166921,557717.2473394168
6.30,5932302.254042114,557717.2474754181
6.40,5932302.254123133,557717.2541027535
6.50,5932302.254123133,557717.2541027535
6.60,5932302.242998327,557717.254238755
6.70,5932302.242998327,557717.254238755
6.80,5932302.242998327,557717.254238755
6.90,5932302.23195454,557717.2610020917
7.00,5932302.23203556,557717.267629427
7.10,5932302.220910754,557717.2677654284
7.20,5932302.2209917735,557717.2743927639
