12:00:04.4362,14.78,1
12:00:05.4384,7.34,2
12:00:08.4445,7.19,2
12:00:10.4892,15.08,1
12:00:11.4717,7.11,2
12:00:13.506,15.19,1
12:00:14.5059,6.91,2
12:00:16.542,15.43,1
12:00:17.5286,6.82,2
12:00:19.5497,16.34,1
12:00:20.5352,5.71,2
12:00:23.5596,4.92,2
12:00:25.5848,19.71,1
12:00:26.5774,4.52,2
12:00:29.5859,4.51,2
12:00:31.6387,20.75,1
12:00:32.6143,4.46,2
12:00:34.655,21.03,1
12:00:35.6484,4.50,2
12:00:37.6685,21.29,1
12:00:38.6606,4.44,2
12:00:40.6961,21.48,1
12:00:41.6727,4.51,2
12:00:43.7204,22.05,1
12:00:44.7042,4.59,2
12:00:46.7319,22.26,1
12:00:47.7333,4.70,2
12:00:49.8105,22.66,1
12:00:50.7519,4.17,2
12:00:52.7998,23.01,1
12:00:53.7485,5.01,2
12:00:56.7644,5.67,2
12:00:59.7829,7.33,2
12:01:02.8098,8.96,2
12:01:03.9458,102.14,3
12:01:04.8472,29.51,1
12:01:05.8269,10.95,2
12:01:06.9578,99.88,3
12:01:09.9668,97.90,3
12:01:11.8669,14.90,2
12:01:16.0091,93.83,3
12:01:16.9677,37.94,1
12:01:17.926,18.94,2
12:01:19.0508,91.87,3
12:01:19.9924,39.91,1
12:01:22.0574,89.86,3
12:01:22.9876,41.95,1
12:01:23.9675,22.86,2
12:01:25.0809,87.88,3
12:01:26.0245,43.94,1
12:01:29.0677,45.97,1
12:01:30.0354,26.94,2
12:01:31.1287,84.01,3
12:01:32.0851,47.95,1
12:01:33.0594,28.89,2
12:01:34.15,82.07,3
12:01:35.1002,50.01,1
12:01:36.0882,30.86,2
12:01:37.1724,80.18,3
12:01:43.1898,76.48,3
12:01:45.1415,36.51,2
12:01:48.1754,38.31,2
12:01:54.1864,41.58,2
12:01:55.2494,69.46,3
12:01:57.2586,43.27,2
12:01:58.2772,67.88,3
12:02:00.2703,44.86,2
12:02:03.2899,46.44,2
12:02:06.3055,47.89,2
12:02:09.3235,49.50,2
12:02:12.3568,51.04,2
12:02:15.3782,52.61,2
12:02:18.4055,53.89,2
12:02:19.4224,56.94,3
12:02:21.4097,55.59,2
12:02:22.4206,55.16,3
12:02:24.4365,57.07,2
12:02:28.4675,53.57,3
12:02:30.4901,58.91,2
12:02:33.5108,58.16,2
12:02:36.5271,56.12,2
12:02:39.5533,53.95,2
12:02:42.5666,51.69,2
12:02:45.5721,49.34,2
12:02:46.603,63.26,3
12:02:48.58,46.96,2
12:02:51.5887,44.44,2
12:02:54.6084,42.24,2
12:02:55.6423,70.02,3
12:02:58.683,72.25,3
12:03:01.6919,74.31,3
12:03:06.6748,32.70,2
12:03:07.7608,78.91,3
12:03:13.794,83.14,3
12:03:14.7458,47.17,1
12:03:16.8295,85.31,3
12:03:19.8405,87.42,3
12:03:20.782,42.86,1
12:03:22.8475,89.61,3
12:03:24.7849,19.90,2
12:03:25.8756,91.80,3
12:03:27.8029,17.95,2
12:03:28.9116,93.99,3
12:03:30.8132,15.83,2
12:03:31.9267,96.18,3
12:03:33.8385,13.56,2
12:03:34.957,98.31,3
12:03:39.8441,9.63,2
12:03:42.8495,7.67,2
12:03:45.8779,5.80,2
12:03:47.9346,23.27,1
12:03:48.8972,3.81,2
12:03:50.9323,21.14,1
12:03:51.9159,2.95,2
12:03:54.9326,3.83,2
12:03:56.9576,16.77,1
12:03:57.9548,5.31,2
12:04:00.9831,6.74,2
12:04:03.0141,14.17,1
12:04:04.0221,6.95,2
12:04:06.0514,14.08,1
12:04:07.0537,7.10,2
12:04:09.0604,13.95,1
12:04:10.0657,7.31,2
12:04:13.0813,7.46,2
12:04:15.0973,12.74,1
12:04:16.0956,8.04,2
12:04:18.1277,12.81,1
12:04:21.1444,12.87,1
12:04:22.1376,8.01,2
12:04:24.1611,12.96,1
12:04:25.1617,7.91,2
12:04:27.1765,13.01,1
12:04:30.2145,13.22,1
12:04:31.2166,7.59,2
12:04:32.3949,117.97,3
12:04:33.231,13.39,1
12:04:34.2336,7.44,2
12:04:35.3978,117.74,3
12:04:37.2437,7.37,2
12:04:39.262,13.64,1
12:04:40.2627,7.24,2
12:04:42.2786,13.74,1
12:04:43.293,7.15,2
12:04:46.2843,7.63,2
12:04:48.3328,13.48,1
12:04:49.3333,7.71,2
12:04:51.3514,13.60,1
