time            x            y            
 1581682047.000   556573.707  5932602.579 
 1581682048.000   556573.443  5932602.464 
 1581682049.000   556573.312  5932602.352 
 1581682050.000   556573.313  5932602.240 
 1581682051.000   556573.381  5932602.130 
 1581682052.000   556573.579  5932602.132 
 1581682053.000   556573.843  5932602.247 
 1581682054.000   556574.037  5932602.694 
 1581682055.000   556574.169  5932602.696 
 1581682056.000   556574.694  5932603.147 
 1581682057.000   556574.693  5932603.258 
 1581682058.000   556574.759  5932603.259 
 1581682059.000   556574.825  5932603.260 
 1581682060.000   556574.763  5932602.925 
 1581682061.000   556574.701  5932602.591 
 1581682062.000   556574.703  5932602.368 
 1581682063.000   556574.640  5932602.145 
 1581682064.000   556574.577  5932601.810 
 1581682065.000   556574.381  5932601.586 
 1581682066.000   556574.250  5932601.473 
 1581682067.000   556574.119  5932601.360 
 1581682068.000   556573.988  5932601.247 
 1581682069.000   556573.921  5932601.246 
 1581682070.000   556573.786  5932601.467 
 1581682071.000   556573.720  5932601.466 
 1581682072.000   556573.586  5932601.576 
 1581682073.000   556573.321  5932601.573 
 1581682074.000   556573.056  5932601.570 
 1581682075.000   556572.789  5932601.678 
 1581682076.000   556572.658  5932601.565 
 1581682077.000   556572.526  5932601.563 
 1581682078.000   556572.592  5932601.564 
 1581682079.000   556572.592  5932601.564 
 1581682080.000   556572.658  5932601.565 
 1581682081.000   556572.658  5932601.565 
 1581682082.000   556572.526  5932601.563 
 1581682083.000   556572.459  5932601.563 
 1581682084.000   556572.461  5932601.451 
 1581682085.000   556572.395  5932601.450 
 1581682086.000   556572.327  5932601.561 
 1581682087.000   556572.259  5932601.671 
 1581682088.000   556572.259  5932601.671 
 1581682089.000   556572.259  5932601.671 
 1581682090.000   556572.258  5932601.783 
 1581682091.000   556572.259  5932601.671 
 1581682092.000   556572.193  5932601.671 
 1581682093.000   556572.063  5932601.447 
 1581682094.000   556572.000  5932601.223 
 1581682095.000   556572.002  5932601.001 
 1581682096.000   556572.005  5932600.778 
 1581682097.000   556572.139  5932600.669 
 1581682098.000   556572.141  5932600.446 
 1581682099.000   556572.010  5932600.333 
 1581682100.000   556571.811  5932600.331 
 1581682101.000   556571.679  5932600.329 
 1581682102.000   556571.611  5932600.440 
 1581682103.000   556571.610  5932600.551 
 1581682104.000   556571.741  5932600.664 
 1581682105.000   556571.807  5932600.665 
 1581682106.000   556571.741  5932600.664 
 1581682107.000   556571.610  5932600.551 
 1581682108.000   556571.546  5932600.328 
 1581682109.000   556571.349  5932600.214 
 1581682110.000   556571.082  5932600.322 
 1581682111.000   556571.014  5932600.544 
 1581682112.000   556571.011  5932600.766 
 1581682113.000   556571.074  5932600.990 
 1581682114.000   556571.141  5932600.990 
 1581682115.000   556571.076  5932600.878 
 1581682116.000   556571.141  5932600.990 
 1581682117.000   556571.074  5932600.990 
 1581682118.000   556571.139  5932601.102 
 1581682119.000   556571.141  5932600.990 
 1581682120.000   556571.141  5932600.990 
 1581682121.000   556571.076  5932600.878 
 1581682122.000   556571.010  5932600.878 
 1581682123.000   556570.809  5932600.986 
 1581682124.000   556570.609  5932601.095 
 1581682125.000   556570.409  5932601.204 
 1581682126.000   556570.277  5932601.203 
 1581682127.000   556570.144  5932601.201 
 1581682128.000   556570.012  5932601.199 
 1581682129.000   556569.811  5932601.308 
 1581682130.000   556569.614  5932601.195 
 1581682131.000   556569.481  5932601.193 
 1581682132.000   556569.414  5932601.304 
 1581682133.000   556569.346  5932601.414 
 1581682134.000   556569.147  5932601.412 
 1581682135.000   556569.015  5932601.410 
 1581682136.000   556568.817  5932601.296 
 1581682137.000   556568.687  5932601.072 
 1581682138.000   556568.424  5932600.958 
 1581682139.000   556568.224  5932601.067 
 1581682140.000   556568.156  5932601.177 
 1581682141.000   556568.156  5932601.177 
 1581682142.000   556568.155  5932601.288 
 1581682143.000   556568.153  5932601.400 
 1581682144.000   556568.084  5932601.621 
 1581682145.000   556568.148  5932601.845 
 1581682146.000   556568.145  5932602.067 
 1581682147.000   556568.209  5932602.290 
 1581682148.000   556568.206  5932602.513 
 1581682149.000   556568.205  5932602.624 
 1581682150.000   556568.202  5932602.847 
 1581682151.000   556568.135  5932602.957 
 1581682152.000   556568.068  5932602.956 
 1581682153.000   556567.937  5932602.844 
 1581682154.000   556567.870  5932602.954 
 1581682155.000   556567.802  5932603.064 
 1581682156.000   556567.734  5932603.175 
 1581682157.000   556567.664  5932603.508 
 1581682158.000   556567.459  5932604.062 
 1581682159.000   556567.319  5932604.616 
 1581682160.000   556567.183  5932604.949 
 1581682161.000   556566.983  5932605.057 
 1581682162.000   556566.916  5932605.057 
 1581682163.000   556566.918  5932604.945 
 1581682164.000   556566.915  5932605.168 
 1581682165.000   556566.912  5932605.390 
 1581682166.000   556566.841  5932605.835 
 1581682167.000   556566.703  5932606.278 
 1581682168.000   556566.630  5932606.833 
 1581682169.000   556566.756  5932607.391 
 1581682170.000   556566.885  5932607.727 
 1581682171.000   556566.949  5932607.839 
 1581682172.000   556567.014  5932607.951 
 1581682173.000   556567.279  5932607.954 
 1581682174.000   556567.743  5932607.959 
 1581682175.000   556568.271  5932608.188 
 1581682176.000   556568.739  5932607.860 
 1581682177.000   556568.808  5932607.638 
 1581682178.000   556568.744  5932607.415 
 1581682179.000   556568.745  5932607.304 
 1581682180.000   556568.676  5932607.525 
 1581682181.000   556568.543  5932607.635 
 1581682182.000   556568.609  5932607.636 
 1581682183.000   556568.610  5932607.525 
 1581682184.000   556568.744  5932607.415 
 1581682185.000   556568.878  5932607.305 
 1581682186.000   556568.946  5932607.195 
 1581682187.000   556568.946  5932607.195 
 1581682188.000   556568.946  5932607.195 
 1581682189.000   556568.878  5932607.305 
 1581682190.000   556568.944  5932607.306 
 1581682191.000   556569.010  5932607.307 
 1581682192.000   556569.143  5932607.309 
 1581682193.000   556569.276  5932607.310 
 1581682194.000   556569.342  5932607.311 
 1581682195.000   556569.408  5932607.312 
 1581682196.000   556569.474  5932607.313 
 1581682197.000   556569.473  5932607.424 
 1581682198.000   556569.473  5932607.424 
 1581682199.000   556569.405  5932607.534 
 1581682200.000   556569.270  5932607.755 
 1581682201.000   556569.203  5932607.866 
 1581682202.000   556569.332  5932608.090 
 1581682203.000   556569.397  5932608.202 
 1581682204.000   556569.462  5932608.314 
 1581682205.000   556569.594  5932608.427 
 1581682206.000   556569.658  5932608.539 
 1581682207.000   556569.723  5932608.651 
 1581682208.000   556569.855  5932608.763 
 1581682209.000   556569.920  5932608.876 
 1581682210.000   556569.918  5932608.987 
 1581682211.000   556569.982  5932609.210 
 1581682212.000   556570.048  5932609.211 
 1581682213.000   556570.246  5932609.325 
 1581682214.000   556570.442  5932609.549 
 1581682215.000   556570.639  5932609.663 
 1581682216.000   556570.837  5932609.777 
 1581682217.000   556570.902  5932609.889 
 1581682218.000   556570.900  5932610.000 
 1581682219.000   556571.034  5932609.890 
 1581682220.000   556571.034  5932609.890 
 1581682221.000   556571.099  5932610.002 
 1581682222.000   556571.030  5932610.224 
 1581682223.000   556570.961  5932610.446 
 1581682224.000   556570.959  5932610.668 
 1581682225.000   556571.022  5932610.892 
 1581682226.000   556571.149  5932611.338 
 1581682227.000   556571.412  5932611.564 
 1581682228.000   556571.673  5932611.901 
 1581682229.000   556572.001  5932612.127 
 1581682230.000   556572.066  5932612.239 
 1581682231.000   556572.065  5932612.350 
 1581682232.000   556572.195  5932612.575 
 1581682233.000   556572.459  5932612.689 
 1581682234.000   556572.990  5932612.584 
 1581682235.000   556573.584  5932612.814 
 1581682236.000   556573.915  5932612.818 
 1581682237.000   556574.045  5932613.042 
 1581682238.000   556573.978  5932613.152 
 1581682239.000   556574.044  5932613.153 
 1581682240.000   556574.110  5932613.154 
 1581682241.000   556574.111  5932613.043 
 1581682242.000   556574.113  5932612.931 
 1581682243.000   556574.048  5932612.819 
 1581682244.000   556573.983  5932612.707 
 1581682245.000   556574.048  5932612.819 
 1581682246.000   556574.245  5932612.933 
 1581682247.000   556574.375  5932613.157 
 1581682248.000   556574.506  5932613.270 
 1581682249.000   556574.570  5932613.493 
 1581682250.000   556574.636  5932613.494 
 1581682251.000   556574.636  5932613.494 
 1581682252.000   556574.770  5932613.384 
 1581682253.000   556574.773  5932613.162 
 1581682254.000   556574.839  5932613.163 
 1581682255.000   556574.773  5932613.162 
 1581682256.000   556574.708  5932613.050 
 1581682257.000   556574.577  5932612.937 
 1581682258.000   556574.510  5932612.936 
 1581682259.000   556574.643  5932612.938 
 1581682260.000   556574.774  5932613.050 
 1581682261.000   556574.840  5932613.051 
 1581682262.000   556574.839  5932613.163 
 1581682263.000   556574.904  5932613.275 
 1581682264.000   556575.100  5932613.499 
 1581682265.000   556575.165  5932613.612 
 1581682266.000   556575.230  5932613.724 
 1581682267.000   556575.229  5932613.835 
 1581682268.000   556575.229  5932613.835 
 1581682269.000   556575.093  5932614.056 
 1581682270.000   556575.091  5932614.278 
 1581682271.000   556575.153  5932614.613 
 1581682272.000   556575.085  5932614.723 
 1581682273.000   556575.084  5932614.834 
 1581682274.000   556575.149  5932614.946 
 1581682275.000   556575.478  5932615.173 
 1581682276.000   556575.939  5932615.401 
 1581682277.000   556576.399  5932615.740 
 1581682278.000   556576.595  5932615.965 
 1581682279.000   556576.792  5932616.079 
 1581682280.000   556577.059  5932615.971 
 1581682281.000   556576.994  5932615.859 
 1581682282.000   556576.994  5932615.859 
 1581682283.000   556577.064  5932615.526 
 1581682284.000   556577.070  5932615.081 
 1581682285.000   556577.007  5932614.746 
 1581682286.000   556577.010  5932614.524 
 1581682287.000   556577.010  5932614.524 
 1581682288.000   556577.010  5932614.524 
 1581682289.000   556576.876  5932614.633 
 1581682290.000   556576.742  5932614.743 
 1581682291.000   556576.675  5932614.853 
 1581682292.000   556576.868  5932615.301 
 1581682293.000   556577.063  5932615.637 
 1581682294.000   556577.125  5932615.972 
 1581682295.000   556577.125  5932615.972 
 1581682296.000   556577.058  5932616.082 
 1581682297.000   556576.925  5932616.080 
 1581682298.000   556576.990  5932616.192 
 1581682299.000   556577.054  5932616.416 
 1581682300.000   556576.986  5932616.526 
 1581682301.000   556577.118  5932616.528 
 1581682302.000   556577.186  5932616.417 
 1581682303.000   556577.255  5932616.196 
 1581682304.000   556577.190  5932616.084 
 1581682305.000   556577.258  5932615.973 
 1581682306.000   556577.590  5932615.866 
 1581682307.000   556577.724  5932615.756 
 1581682308.000   556577.790  5932615.757 
 1581682309.000   556577.790  5932615.757 
 1581682310.000   556577.659  5932615.644 
 1581682311.000   556577.593  5932615.643 
 1581682312.000   556577.594  5932615.532 
 1581682313.000   556577.594  5932615.532 
 1581682314.000   556577.661  5932615.533 
 1581682315.000   556577.594  5932615.532 
 1581682316.000   556577.328  5932615.640 
 1581682317.000   556576.929  5932615.747 
 1581682318.000   556576.462  5932615.964 
 1581682319.000   556576.065  5932615.959 
 1581682320.000   556575.930  5932616.180 
 1581682321.000   556575.728  5932616.400 
 1581682322.000   556575.793  5932616.512 
 1581682323.000   556575.792  5932616.623 
 1581682324.000   556575.993  5932616.403 
 1581682325.000   556576.394  5932616.185 
 1581682326.000   556576.860  5932615.968 
 1581682327.000   556577.258  5932615.973 
 1581682328.000   556577.589  5932615.977 
 1581682329.000   556577.920  5932615.981 
 1581682330.000   556578.317  5932616.097 
 1581682331.000   556578.713  5932616.213 
 1581682332.000   556579.240  5932616.442 
 1581682333.000   556579.835  5932616.560 
 1581682334.000   556580.230  5932616.788 
 1581682335.000   556580.427  5932617.012 
 1581682336.000   556580.293  5932617.122 
 1581682337.000   556580.425  5932617.124 
 1581682338.000   556580.627  5932616.904 
 1581682339.000   556580.827  5932616.795 
 1581682340.000   556580.896  5932616.573 
 1581682341.000   556580.766  5932616.349 
 1581682342.000   556580.767  5932616.238 
 1581682343.000   556580.767  5932616.238 
 1581682344.000   556580.966  5932616.240 
 1581682345.000   556581.228  5932616.466 
 1581682346.000   556581.491  5932616.691 
 1581682347.000   556581.422  5932616.913 
 1581682348.000   556581.619  5932617.027 
 1581682349.000   556581.688  5932616.805 
 1581682350.000   556581.691  5932616.583 
 1581682351.000   556581.694  5932616.360 
 1581682352.000   556581.630  5932616.137 
 1581682353.000   556581.631  5932616.026 
 1581682354.000   556581.568  5932615.802 
 1581682355.000   556581.633  5932615.914 
 1581682356.000   556581.698  5932616.026 
 1581682357.000   556581.699  5932615.915 
 1581682358.000   556581.633  5932615.914 
 1581682359.000   556581.503  5932615.690 
 1581682360.000   556581.373  5932615.466 
 1581682361.000   556581.043  5932615.351 
 1581682362.000   556581.043  5932615.351 
 1581682363.000   556580.977  5932615.350 
 1581682364.000   556580.912  5932615.238 
 1581682365.000   556580.910  5932615.349 
 1581682366.000   556580.909  5932615.461 
 1581682367.000   556580.909  5932615.461 
 1581682368.000   556580.975  5932615.461 
 1581682369.000   556580.840  5932615.682 
 1581682370.000   556580.639  5932615.902 
 1581682371.000   556580.504  5932616.123 
 1581682372.000   556580.567  5932616.347 
 1581682373.000   556580.633  5932616.347 
 1581682374.000   556580.835  5932616.127 
 1581682375.000   556580.902  5932616.017 
 1581682376.000   556581.168  5932616.020 
 1581682377.000   556581.434  5932615.912 
 1581682378.000   556581.699  5932615.915 
 1581682379.000   556581.895  5932616.140 
 1581682380.000   556582.158  5932616.366 
 1581682381.000   556582.289  5932616.478 
 1581682382.000   556582.354  5932616.591 
 1581682383.000   556582.354  5932616.591 
 1581682384.000   556582.354  5932616.591 
 1581682385.000   556582.420  5932616.591 
 1581682386.000   556582.486  5932616.592 
 1581682387.000   556582.685  5932616.594 
 1581682388.000   556582.818  5932616.596 
 1581682389.000   556582.884  5932616.597 
 1581682390.000   556582.950  5932616.598 
 1581682391.000   556583.016  5932616.598 
 1581682392.000   556583.146  5932616.823 
 1581682393.000   556583.277  5932616.935 
 1581682394.000   556583.407  5932617.159 
 1581682395.000   556583.340  5932617.270 
 1581682396.000   556583.271  5932617.492 
 1581682397.000   556583.269  5932617.603 
 1581682398.000   556583.533  5932617.717 
 1581682399.000   556583.998  5932617.612 
 1581682400.000   556584.392  5932617.950 
 1581682401.000   556584.727  5932617.620 
 1581682402.000   556584.796  5932617.399 
 1581682403.000   556584.925  5932617.734 
 1581682404.000   556584.527  5932617.729 
 1581682405.000   556584.393  5932617.839 
 1581682406.000   556584.195  5932617.836 
 1581682407.000   556584.263  5932617.615 
 1581682408.000   556584.399  5932617.394 
 1581682409.000   556584.334  5932617.282 
 1581682410.000   556584.266  5932617.392 
 1581682411.000   556584.069  5932617.279 
 1581682412.000   556583.870  5932617.276 
 1581682413.000   556583.735  5932617.497 
 1581682414.000   556583.532  5932617.829 
 1581682415.000   556583.332  5932617.937 
 1581682416.000   556583.267  5932617.825 
 1581682417.000   556583.201  5932617.825 
 1581682418.000   556583.138  5932617.490 
 1581682419.000   556583.337  5932617.492 
 1581682420.000   556583.338  5932617.381 
 1581682421.000   556583.272  5932617.380 
 1581682422.000   556583.405  5932617.382 
 1581682423.000   556583.537  5932617.384 
 1581682424.000   556583.668  5932617.496 
 1581682425.000   556583.800  5932617.609 
 1581682426.000   556583.865  5932617.721 
 1581682427.000   556583.931  5932617.722 
 1581682428.000   556583.863  5932617.833 
 1581682429.000   556583.863  5932617.833 
 1581682430.000   556583.862  5932617.944 
 1581682431.000   556583.865  5932617.721 
 1581682432.000   556583.797  5932617.832 
 1581682433.000   556583.796  5932617.943 
 1581682434.000   556583.728  5932618.053 
 1581682435.000   556583.727  5932618.165 
 1581682436.000   556583.725  5932618.276 
 1581682437.000   556583.790  5932618.388 
 1581682438.000   556583.789  5932618.499 
 1581682439.000   556583.788  5932618.610 
 1581682440.000   556583.786  5932618.722 
 1581682441.000   556583.853  5932618.723 
 1581682442.000   556583.985  5932618.724 
 1581682443.000   556584.251  5932618.616 
 1581682444.000   556584.583  5932618.620 
 1581682445.000   556584.646  5932618.843 
 1581682446.000   556584.579  5932618.954 
