time            x            y            
 1581681748.000   556606.145  5932611.313 
 1581681749.000   556606.212  5932611.202 
 1581681750.000   556606.212  5932611.202 
 1581681751.000   556606.279  5932611.203 
 1581681752.000   556606.345  5932611.204 
 1581681753.000   556606.345  5932611.204 
 1581681754.000   556606.411  5932611.204 
 1581681755.000   556606.477  5932611.205 
 1581681756.000   556606.545  5932611.095 
 1581681757.000   556606.479  5932611.094 
 1581681758.000   556606.479  5932611.094 
 1581681759.000   556606.412  5932611.093 
 1581681760.000   556606.346  5932611.092 
 1581681761.000   556606.412  5932611.093 
 1581681762.000   556606.412  5932611.093 
 1581681763.000   556606.411  5932611.204 
 1581681764.000   556606.477  5932611.205 
 1581681765.000   556606.411  5932611.204 
 1581681766.000   556606.410  5932611.316 
 1581681767.000   556606.410  5932611.316 
 1581681768.000   556606.475  5932611.428 
 1581681769.000   556606.475  5932611.428 
 1581681770.000   556606.475  5932611.428 
 1581681771.000   556606.408  5932611.427 
 1581681772.000   556606.408  5932611.427 
 1581681773.000   556606.407  5932611.538 
 1581681774.000   556606.407  5932611.538 
 1581681775.000   556606.407  5932611.538 
 1581681776.000   556606.341  5932611.537 
 1581681777.000   556606.341  5932611.537 
 1581681778.000   556606.339  5932611.649 
 1581681779.000   556606.339  5932611.649 
 1581681780.000   556606.339  5932611.649 
 1581681781.000   556606.272  5932611.759 
 1581681782.000   556606.272  5932611.759 
 1581681783.000   556606.204  5932611.870 
 1581681784.000   556606.204  5932611.870 
 1581681785.000   556606.137  5932611.980 
 1581681786.000   556606.135  5932612.091 
 1581681787.000   556606.135  5932612.091 
 1581681788.000   556606.068  5932612.202 
 1581681789.000   556606.001  5932612.201 
 1581681790.000   556605.935  5932612.200 
 1581681791.000   556605.869  5932612.199 
 1581681792.000   556605.804  5932612.087 
 1581681793.000   556605.736  5932612.198 
 1581681794.000   556605.803  5932612.199 
 1581681795.000   556605.870  5932612.088 
 1581681796.000   556605.872  5932611.977 
 1581681797.000   556605.876  5932611.643 
 1581681798.000   556605.679  5932611.418 
 1581681799.000   556605.485  5932611.082 
 1581681800.000   556605.352  5932611.080 
 1581681801.000   556605.086  5932611.189 
 1581681802.000   556604.952  5932611.298 
 1581681803.000   556604.884  5932611.409 
 1581681804.000   556604.750  5932611.518 
 1581681805.000   556604.619  5932611.406 
 1581681806.000   556604.489  5932611.181 
 1581681807.000   556604.162  5932610.844 
 1581681808.000   556603.503  5932610.502 
 1581681809.000   556603.175  5932610.276 
 1581681810.000   556603.045  5932610.051 
 1581681811.000   556602.849  5932609.827 
 1581681812.000   556602.847  5932609.938 
 1581681813.000   556602.780  5932610.048 
 1581681814.000   556602.912  5932610.050 
 1581681815.000   556602.845  5932610.160 
 1581681816.000   556602.713  5932610.047 
 1581681817.000   556602.647  5932610.047 
 1581681818.000   556602.581  5932610.046 
 1581681819.000   556602.516  5932609.934 
 1581681820.000   556602.450  5932609.933 
 1581681821.000   556602.450  5932609.933 
 1581681822.000   556602.186  5932609.819 
 1581681823.000   556601.988  5932609.705 
 1581681824.000   556601.592  5932609.589 
 1581681825.000   556600.996  5932609.582 
 1581681826.000   556600.729  5932609.690 
 1581681827.000   556600.928  5932609.692 
 1581681828.000   556600.530  5932609.688 
 1581681829.000   556600.199  5932609.684 
 1581681830.000   556599.800  5932609.790 
 1581681831.000   556599.469  5932609.786 
 1581681832.000   556599.139  5932609.671 
 1581681833.000   556598.941  5932609.557 
 1581681834.000   556599.009  5932609.447 
 1581681835.000   556598.744  5932609.444 
 1581681836.000   556598.479  5932609.440 
 1581681837.000   556598.279  5932609.549 
 1581681838.000   556598.012  5932609.657 
 1581681839.000   556597.681  5932609.653 
 1581681840.000   556597.218  5932609.537 
 1581681841.000   556596.756  5932609.420 
 1581681842.000   556596.426  5932609.305 
 1581681843.000   556596.295  5932609.192 
 1581681844.000   556596.295  5932609.192 
 1581681845.000   556596.295  5932609.192 
 1581681846.000   556596.230  5932609.080 
 1581681847.000   556596.163  5932609.079 
 1581681848.000   556596.098  5932608.967 
 1581681849.000   556595.967  5932608.854 
 1581681850.000   556595.902  5932608.742 
 1581681851.000   556595.772  5932608.518 
 1581681852.000   556595.641  5932608.405 
 1581681853.000   556595.578  5932608.182 
 1581681854.000   556595.446  5932608.069 
 1581681855.000   556595.314  5932608.067 
 1581681856.000   556595.249  5932607.955 
 1581681857.000   556595.249  5932607.955 
 1581681858.000   556595.249  5932607.955 
 1581681859.000   556595.317  5932607.845 
 1581681860.000   556595.250  5932607.844 
 1581681861.000   556595.120  5932607.620 
 1581681862.000   556594.989  5932607.507 
 1581681863.000   556594.792  5932607.393 
 1581681864.000   556594.661  5932607.281 
 1581681865.000   556594.463  5932607.167 
 1581681866.000   556594.395  5932607.277 
 1581681867.000   556594.132  5932607.163 
 1581681868.000   556593.936  5932606.938 
 1581681869.000   556593.674  5932606.601 
 1581681870.000   556593.543  5932606.488 
 1581681871.000   556593.412  5932606.376 
 1581681872.000   556593.281  5932606.263 
 1581681873.000   556593.212  5932606.484 
 1581681874.000   556593.012  5932606.593 
 1581681875.000   556592.879  5932606.592 
 1581681876.000   556592.745  5932606.701 
 1581681877.000   556592.614  5932606.588 
 1581681878.000   556592.613  5932606.700 
 1581681879.000   556592.547  5932606.699 
 1581681880.000   556592.415  5932606.586 
 1581681881.000   556592.286  5932606.362 
 1581681882.000   556592.222  5932606.139 
 1581681883.000   556592.093  5932605.803 
 1581681884.000   556592.162  5932605.582 
 1581681885.000   556592.100  5932605.247 
 1581681886.000   556591.969  5932605.134 
 1581681887.000   556591.769  5932605.243 
 1581681888.000   556591.633  5932605.464 
 1581681889.000   556591.566  5932605.575 
 1581681890.000   556591.037  5932605.457 
 1581681891.000   556590.507  5932605.451 
 1581681892.000   556590.177  5932605.335 
 1581681893.000   556589.978  5932605.333 
 1581681894.000   556589.977  5932605.444 
 1581681895.000   556589.908  5932605.666 
 1581681896.000   556589.774  5932605.776 
 1581681897.000   556589.376  5932605.771 
 1581681898.000   556588.916  5932605.432 
 1581681899.000   556588.520  5932605.315 
 1581681900.000   556588.392  5932604.980 
 1581681901.000   556588.194  5932604.867 
 1581681902.000   556588.062  5932604.865 
 1581681903.000   556587.994  5932604.975 
 1581681904.000   556587.861  5932604.974 
 1581681905.000   556587.795  5932604.973 
 1581681906.000   556587.663  5932604.971 
 1581681907.000   556587.531  5932604.859 
 1581681908.000   556587.400  5932604.746 
 1581681909.000   556587.400  5932604.746 
 1581681910.000   556587.602  5932604.526 
 1581681911.000   556587.603  5932604.414 
 1581681912.000   556587.539  5932604.191 
 1581681913.000   556587.408  5932604.078 
 1581681914.000   556587.209  5932604.076 
 1581681915.000   556587.011  5932604.073 
 1581681916.000   556586.875  5932604.294 
 1581681917.000   556586.874  5932604.406 
 1581681918.000   556586.874  5932604.406 
 1581681919.000   556587.005  5932604.518 
 1581681920.000   556587.072  5932604.519 
 1581681921.000   556587.072  5932604.519 
 1581681922.000   556587.137  5932604.631 
 1581681923.000   556587.070  5932604.631 
 1581681924.000   556587.069  5932604.742 
 1581681925.000   556587.003  5932604.741 
 1581681926.000   556587.003  5932604.741 
 1581681927.000   556587.003  5932604.741 
 1581681928.000   556587.003  5932604.741 
 1581681929.000   556586.936  5932604.740 
 1581681930.000   556586.936  5932604.740 
 1581681931.000   556587.003  5932604.741 
 1581681932.000   556587.070  5932604.631 
 1581681933.000   556587.005  5932604.518 
 1581681934.000   556587.073  5932604.408 
 1581681935.000   556587.007  5932604.407 
 1581681936.000   556587.007  5932604.407 
 1581681937.000   556587.073  5932604.408 
 1581681938.000   556587.073  5932604.408 
 1581681939.000   556587.073  5932604.408 
 1581681940.000   556587.073  5932604.408 
 1581681941.000   556587.139  5932604.409 
 1581681942.000   556587.139  5932604.409 
 1581681943.000   556586.939  5932604.518 
 1581681944.000   556586.740  5932604.515 
 1581681945.000   556586.477  5932604.401 
 1581681946.000   556586.210  5932604.509 
 1581681947.000   556586.078  5932604.507 
 1581681948.000   556585.944  5932604.617 
 1581681949.000   556585.811  5932604.615 
 1581681950.000   556585.679  5932604.614 
 1581681951.000   556585.612  5932604.613 
 1581681952.000   556585.480  5932604.611 
 1581681953.000   556585.414  5932604.611 
 1581681954.000   556585.350  5932604.387 
 1581681955.000   556585.219  5932604.275 
 1581681956.000   556585.154  5932604.162 
 1581681957.000   556585.088  5932604.162 
 1581681958.000   556585.086  5932604.273 
 1581681959.000   556585.019  5932604.383 
 1581681960.000   556584.886  5932604.382 
 1581681961.000   556584.687  5932604.379 
 1581681962.000   556584.553  5932604.489 
 1581681963.000   556584.420  5932604.599 
 1581681964.000   556584.288  5932604.486 
 1581681965.000   556584.157  5932604.373 
 1581681966.000   556584.026  5932604.260 
 1581681967.000   556583.827  5932604.258 
 1581681968.000   556583.630  5932604.144 
 1581681969.000   556583.563  5932604.143 
 1581681970.000   556583.498  5932604.031 
 1581681971.000   556583.367  5932603.919 
 1581681972.000   556583.301  5932603.918 
 1581681973.000   556583.237  5932603.694 
 1581681974.000   556583.106  5932603.582 
 1581681975.000   556582.974  5932603.580 
 1581681976.000   556582.777  5932603.355 
 1581681977.000   556582.514  5932603.241 
 1581681978.000   556582.316  5932603.127 
 1581681979.000   556582.251  5932603.015 
 1581681980.000   556582.319  5932602.905 
 1581681981.000   556582.385  5932602.905 
 1581681982.000   556582.451  5932602.906 
 1581681983.000   556582.451  5932602.906 
 1581681984.000   556582.453  5932602.795 
 1581681985.000   556582.453  5932602.795 
 1581681986.000   556582.451  5932602.906 
 1581681987.000   556582.384  5932603.017 
 1581681988.000   556582.384  5932603.017 
 1581681989.000   556582.250  5932603.126 
 1581681990.000   556582.184  5932603.126 
 1581681991.000   556582.050  5932603.235 
 1581681992.000   556581.917  5932603.234 
 1581681993.000   556581.785  5932603.232 
 1581681994.000   556581.391  5932602.893 
 1581681995.000   556581.061  5932602.778 
 1581681996.000   556580.731  5932602.663 
 1581681997.000   556580.402  5932602.437 
 1581681998.000   556580.205  5932602.323 
 1581681999.000   556579.937  5932602.542 
 1581682000.000   556579.737  5932602.651 
 1581682001.000   556579.406  5932602.647 
 1581682002.000   556579.141  5932602.644 
 1581682003.000   556578.876  5932602.641 
 1581682004.000   556578.677  5932602.638 
 1581682005.000   556578.612  5932602.526 
 1581682006.000   556578.544  5932602.637 
 1581682007.000   556578.478  5932602.636 
 1581682008.000   556578.344  5932602.746 
 1581682009.000   556578.278  5932602.745 
 1581682010.000   556578.144  5932602.855 
 1581682011.000   556578.076  5932602.965 
 1581682012.000   556578.010  5932602.964 
 1581682013.000   556577.878  5932602.963 
 1581682014.000   556577.809  5932603.184 
 1581682015.000   556577.871  5932603.519 
 1581682016.000   556577.737  5932603.629 
 1581682017.000   556577.669  5932603.739 
 1581682018.000   556577.472  5932603.625 
 1581682019.000   556577.341  5932603.513 
 1581682020.000   556577.208  5932603.511 
 1581682021.000   556577.009  5932603.509 
 1581682022.000   556576.876  5932603.618 
 1581682023.000   556576.677  5932603.616 
 1581682024.000   556576.544  5932603.614 
 1581682025.000   556576.413  5932603.501 
 1581682026.000   556576.348  5932603.389 
 1581682027.000   556576.151  5932603.276 
 1581682028.000   556576.019  5932603.163 
 1581682029.000   556576.021  5932603.052 
 1581682030.000   556576.023  5932602.829 
 1581682031.000   556576.092  5932602.607 
 1581682032.000   556575.961  5932602.495 
 1581682033.000   556575.630  5932602.491 
 1581682034.000   556575.363  5932602.599 
 1581682035.000   556575.096  5932602.818 
 1581682036.000   556574.960  5932603.039 
 1581682037.000   556574.828  5932603.037 
 1581682038.000   556574.628  5932603.146 
 1581682039.000   556574.495  5932603.145 
 1581682040.000   556574.495  5932603.145 
 1581682041.000   556574.496  5932603.033 
 1581682042.000   556574.430  5932603.033 
 1581682043.000   556574.498  5932602.922 
 1581682044.000   556574.430  5932603.033 
 1581682045.000   556574.233  5932602.919 
 1581682046.000   556573.969  5932602.805 
