0,10.449921,1
0.742,37.581472,2
2.186,57.117102,4
3.53,10.340042,1
4.266,37.612866,2
5.72,57.002942,4
7.059,10.135981,1
7.793,37.481582,2
8.54,67.291612,3
9.238,56.161012,4
10.575,9.583732,1
11.322,37.241846,2
12.06,66.338376,3
12.763,55.107886,4
14.098,8.972976,1
14.845,37.024942,2
15.589,65.215327,3
16.282,53.809316,4
17.617,8.552011,1
18.359,36.763801,2
19.112,63.966702,3
19.802,52.417991,4
21.138,8.327972,1
21.889,36.468412,2
22.625,62.710942,3
23.318,51.073757,4
24.681,8.416446,1
25.415,36.307161,2
26.153,61.543656,3
26.858,49.827986,4
28.193,8.913042,1
28.936,36.036031,2
29.675,60.295031,3
30.375,48.522281,4
31.728,9.383952,1
33.227,59.072092,3
33.908,47.285072,4
34.435,10.071766,1
35.987,35.986086,2
36.723,57.990426,3
37.411,46.003626,4
38.762,10.711062,1
39.502,36.207271,2
40.239,57.045752,3
40.928,44.759282,4
42.286,11.206231,1
43.025,36.575437,2
43.756,56.111067,3
44.445,43.389362,4
45.818,11.845527,1
46.556,37.096292,2
47.287,55.257721,3
47.973,42.147872,4
49.337,12.683176,1
50.074,37.495852,2
50.806,54.377262,3
51.488,40.906382,4
52.861,13.753426,1
53.614,37.712756,2
54.327,53.321282,3
55.012,39.643487,4
56.402,14.766596,1
57.129,37.955346,2
57.855,52.258167,3
58.544,38.380592,4
59.944,15.929601,1
60.68,38.290691,2
61.404,51.237862,3
62.09,37.146237,4
63.489,17.075482,1
64.205,38.573237,2
64.926,50.191871,3
67,18.184261,1
67.731,39.258197,2
68.458,49.321401,3
69.143,34.591907,4
70.522,19.397211,1
71.26,39.667746,2
71.973,48.305377,3
72.655,33.495971,4
74.051,20.759996,1
74.782,39.696286,2
75.501,47.170912,3
76.185,32.458542,4
77.576,21.948687,1
78.306,40.217141,2
79.021,46.150607,3
79.704,31.234176,4
81.103,23.190177,1
81.833,40.884977,2
82.542,45.268721,3
83.226,30.046912,4
84.633,24.363171,1
85.357,41.534262,2
86.066,44.445342,3
86.757,28.836816,4
88.155,25.626066,1
88.893,42.119332,2
89.591,43.549186,3
90.273,27.623866,4
91.685,26.829027,1
92.415,42.857091,2
93.118,42.725807,3
93.801,26.396646,4
95.219,28.049112,1
95.938,43.770371,2
96.64,42.083657,3
97.322,25.169426,4
98.774,29.290602,1
99.469,44.605166,2
100.159,41.387281,3
100.841,23.956476,4
102.269,30.496417,1
103.007,45.354341,2
103.697,40.578172,3
104.378,22.726402,4
105.801,31.797841,1
106.525,46.103516,2
107.219,39.789041,3
107.902,21.720367,4
109.33,33.000802,1
110.06,46.799892,2
110.748,39.125486,3
111.427,20.859886,4
112.861,34.066771,1
113.576,47.223711,2
114.269,38.247881,3
114.948,20.025091,4
116.379,35.358206,1
118.47,19.244522,4
119.909,36.482682,1
120.635,48.305377,2
121.325,36.785206,3
122.001,18.904896,4
123.433,36.549751,1
124.154,48.165531,2
125.523,18.959122,4
126.967,37.146237,1
127.684,47.716026,2
128.382,35.336801,3
129.051,19.387222,4
130.489,38.169396,1
131.213,47.163777,2
131.895,33.821327,3
132.581,20.015102,4
134.048,39.193982,1
134.734,46.731396,2
135.421,32.497071,3
136.109,20.635847,4
137.552,40.249962,1
138.261,46.374646,2
138.945,30.846032,3
141.083,41.341617,1
141.801,46.107797,2
142.488,29.476112,3
143.176,21.984362,4
144.605,42.428991,1
145.327,45.808127,2
145.998,28.094776,3
146.69,22.757796,4
148.128,43.467847,1
148.841,45.565537,2
149.524,26.674911,3
150.216,23.535511,4
151.662,44.569491,1
152.364,45.382881,2
153.046,25.266462,3
153.745,24.470196,4
155.189,45.672562,1
155.893,45.225911,2
156.57,23.913666,3
157.277,25.433421,4
158.724,46.838421,1
159.439,45.066087,2
160.108,22.536611,3
160.808,26.429467,4
162.248,47.927222,1
162.954,44.911971,2
163.628,21.099622,3
164.402,27.464042,4
165.801,49.040282,1
166.505,44.880577,2
167.177,19.793917,3
167.888,28.569967,4
169.303,50.131937,1
170.003,44.776406,2
170.676,18.426851,3
171.39,29.668757,4
172.836,51.195052,1
173.529,44.680797,2
174.196,17.075482,3
174.925,30.798941,4
176.366,52.308112,1
177.059,44.676516,2
177.733,15.772631,3
178.455,32.033296,4
179.895,53.402621,1
180.59,44.655111,2
181.259,14.414127,3
181.984,33.200582,4
183.424,54.063322,1
184.107,44.583761,2
184.77,13.821922,3
185.504,33.657222,4
186.953,54.148942,1
187.635,44.626571,2
188.3,13.646401,3
189.028,33.978297,4
190.475,54.986591,1
191.168,44.762136,2
191.828,12.780212,3
192.562,34.841632,4
194.002,55.914141,1
194.694,44.812081,2
195.351,11.852662,3
196.088,35.615066,4
197.535,56.232362,1
198.224,44.797811,2
198.881,11.331807,3
199.618,36.090257,4
201.058,56.703272,1
201.747,44.940511,2
202.402,10.925112,3
203.148,36.364241,4
204.585,56.731812,1
205.274,44.933376,2
205.931,10.875167,3
206.671,36.368522,4
208.121,56.710407,1
208.804,44.901982,2
209.46,10.703927,3
210.203,36.668192,4
211.652,57.562326,1
212.338,45.201652,2
212.992,9.750691,3
213.74,37.363141,4
215.176,57.816332,1
215.861,45.111751,2
216.52,9.736421,3
217.266,37.517257,4
218.71,57.616552,1
219.391,45.004726,2
220.052,9.921931,3
220.793,37.431637,4
222.237,57.469571,1
222.936,44.702202,2
223.585,9.926212,3
224.324,37.762701,4
225.791,57.812051,1
226.445,44.433926,2
227.102,9.640812,3
227.855,38.333501,4
229.302,57.633676,1
229.987,44.152807,2
231.38,38.487617,4
232.818,57.602282,1
233.505,44.067187,2
234.163,9.779231,3
234.907,38.430537,4
236.351,57.540921,1
237.037,43.981567,2
237.692,9.740702,3
238.446,38.868626,4
239.883,58.123137,1
240.567,43.584861,2
241.223,9.294051,3
241.967,39.507922,4
243.407,57.733566,1
244.091,43.399351,2
244.749,9.472426,3
245.495,39.229657,4
246.941,57.866277,1
247.62,43.917352,2
248.282,9.640812,3
249.023,38.751612,4
250.463,57.919076,1
251.15,44.640841,2
251.806,9.458156,3
252.553,38.216487,4
253.993,58.194487,1
254.68,45.130302,2
255.335,9.162767,3
256.089,37.981032,4
257.531,58.147396,1
258.212,44.994737,2
258.867,9.179891,3
259.613,38.105181,4
261.081,57.847726,1
261.741,44.705056,2
262.399,9.712162,3
263.145,37.702767,4
264.59,56.784611,1
265.276,44.469601,2
