Velocity without noise x,Velocity without noise y,Velocity with noise z,Velocity with noise y,Velocity with noise z,global time
0.0,0.0,0.0,-0.18339523083073392,-0.23686924136013224,-0.07041700557763,0.51
0.0,0.0,0.0,0.3159609671064523,-0.022472458467721217,-0.013554721883320657,0.52
0.0,0.0,0.0,0.043609396262925246,0.019267863757915747,-0.4784855509516998,0.53
0.0,0.0,0.0,-0.024296646399016804,-0.10183643036390017,0.006663324769848578,0.54
0.0,0.0,0.0,-0.39688841659829494,-0.13995287417829286,0.015537737522473586,0.55
0.0,0.0,0.0,0.16175398173746297,-0.234610386679993,-0.2402759947928287,0.56
0.0,0.0,0.0,-0.11396001132170706,-0.4684800227925392,-0.3601859805154861,0.57
0.0,0.0,0.0,-0.002141440717493476,0.09334957924769284,-0.12583832595713618,0.58
0.0,0.0,0.0,0.0903235180877028,-0.060622850401815455,0.047736104968679416,0.59
0.0,0.0,0.0,0.21060174378228613,0.2802649584813944,0.09489982864285408,0.6
0.0,0.0,0.0,0.14961877869605447,-0.23170744827535678,0.1916530701184153,0.61
0.0,0.0,0.0,-0.36775761700324006,-0.15319300398551172,-0.008888707192038445,0.62
0.0,0.0,0.0,0.05499223422173827,-0.15029348377274393,0.42286814726457456,0.63
0.0,0.0,0.0,-0.17154134381035005,-0.4493781973740264,0.28510853318060875,0.64
0.0,0.0,0.0,0.11530501641521716,0.13634580825572973,0.19721518744330782,0.65
0.0,0.0,0.0,-0.22083214861766842,-0.386699922752312,-0.16286252453921207,0.66
0.0,0.0,0.0,0.01590910785295338,-0.02498574042341148,-0.21244740770043596,0.67
0.0,0.0,0.0,0.3696390674891139,0.136399516759246,0.07781246246671351,0.68
0.0,0.0,0.0,-0.4054112306071993,-0.12564836699685286,-0.2099076428688027,0.69
0.0,0.0,0.0,-0.01789655537117365,-0.0829196105099452,-0.07933731779293221,0.7
0.0,0.0,0.0,0.24822798288117826,0.15246817776497487,-0.02057905038379432,0.71
0.0,0.0,0.0,0.10123247545050462,0.03110178756580134,0.10804241676118363,0.72
0.0,0.0,0.0,-0.2449282791946482,0.1258169052820433,-0.278800382689305,0.73
0.0,0.0,0.0,-0.057059778017756024,0.12276732995155898,-0.06335611394666973,0.74
0.0,0.0,0.0,-0.13629125379143905,-0.0024962789100870715,0.1356389824156992,0.75
0.0,0.0,0.0,0.08679725859379497,0.27662432590592195,0.30894611630268537,0.76
0.0,0.0,0.0,0.19502669444360513,-0.11938741218488308,0.2057192368234398,0.77
0.0,0.0,0.0,-0.05576506685170157,-0.18774749372714594,0.016127654163036634,0.78
0.0,0.0,0.0,0.24681143386395613,0.3402592974435612,0.446237038950383,0.79
0.0,0.0,0.0,-0.20836102142150892,0.024627109080425355,0.5317270141102811,0.8
0.0,0.0,0.0,0.3451996039822388,0.04161888268117958,-0.42739322055293166,0.81
0.0,0.0,0.0,0.22580904703724652,0.017677815138823074,0.06403157923397924,0.82
0.0,0.0,0.0,-0.13436996179237476,0.19903916925706963,-0.036515871420259985,0.83
0.0,0.0,0.0,-0.3926488656368992,-0.010587704204761132,-0.33081503408968005,0.84
0.0,0.0,0.0,-0.3337755413938681,-0.011193283746520809,-0.11247845501815286,0.85
0.0,0.0,0.0,-0.3286847157041195,-0.20444103186173457,-0.060083163873257975,0.86
0.0,0.0,0.0,0.1580052587308718,0.011314718606044221,-0.1036313952228543,0.87
0.0,0.0,0.0,-0.11059536297723174,0.045332428353454024,0.060044027494161024,0.88
0.0,0.0,0.0,-0.04319306861547627,0.16424400228446437,-0.17781964247679508,0.89
0.0,0.0,0.0,-0.06329178288296874,0.08128885585022033,0.02956659475204973,0.9
0.0,0.0,0.0,-0.058280975204896474,-0.25118992840025234,-0.11259186336003016,0.91
0.0,0.0,0.0,0.13398404645831832,-0.05944794154604445,-0.04229951494736514,0.92
0.0,0.0,0.0,-0.20072297171492515,0.28957286041921465,0.2204133237049053,0.93
0.0,0.0,0.0,-0.04506563784620083,-0.07743221907784852,-0.10396533444893319,0.94
0.0,0.0,0.0,-0.11242009643035258,0.5381479303118721,-0.18725749343340903,0.95
0.0,0.0,0.0,-0.039875032366684895,-0.16160173739445216,-0.26082443295892105,0.96
0.0,0.0,0.0,0.3065041175210129,-0.20154028770286106,0.07515865698576124,0.97
0.0,0.0,0.0,0.07953111827465428,0.13979120224630268,0.12509500913463206,0.98
0.0,0.0,0.0,0.1258888147918543,-0.0713395909984512,-0.051455843994939715,0.99
0.0,0.0,0.0,-0.028539137229600137,-0.20606889579457893,0.09883680521050026,1.0
0.0,0.0,0.0,0.5210870107417813,-0.11760988454765312,-0.2485264935211436,1.01
0.0,0.0,0.0,0.03636456724963885,-0.021660702314478135,0.28191247669440384,1.02
0.0,0.0,0.0,0.0282760433132236,-0.02187378612654922,-0.23188566676025363,1.03
0.0,0.0,0.0,-0.46162367212187033,0.5317229878787296,-0.11992520105910479,1.04
0.0,0.0,0.0,0.0694419183200132,-0.025648008906261767,-0.1845912397659947,1.05
0.0,0.0,0.0,-0.08739166138236035,0.1567851206010726,-0.33546098595870577,1.06
0.0,0.0,0.0,0.08816393051588098,-0.2482304438207612,-0.22376138678724963,1.07
0.0,0.0,0.0,-0.2978691115549776,-0.008983398981949426,0.18994451415835845,1.08
0.0,0.0,0.0,-0.06153623136294332,0.2216345656244414,-0.13330613950134798,1.09
0.0,0.0,0.0,-0.2866508078593038,0.2930616429419068,0.0668566815080021,1.1
0.0,0.0,0.0,0.1500932060728004,0.18759612654538146,0.21043845254960047,1.11
0.0,0.0,0.0,0.08916870420195967,-0.10253239569784765,-0.36719117459255374,1.12
0.0,0.0,0.0,0.19502047940143818,0.1352733597051922,-0.34768307510248714,1.13
0.0,0.0,0.0,-0.03490040864909871,-0.17385495334388057,-0.2588729243552332,1.14
0.0,0.0,0.0,-0.2519336178242115,0.04787580235064941,0.11717389033414843,1.15
0.0,0.0,0.0,-0.12361102885750125,0.006033060493669872,0.004770704337674049,1.16
0.0,0.0,0.0,-0.20883894358756563,0.30855429846419224,-0.4699977975755397,1.17
0.0,0.0,0.0,-0.03791348875355633,0.03226027832561825,-0.03463214562718641,1.18
0.0,0.0,0.0,-0.5449946304576818,0.25054178273332955,0.20834774653193963,1.19
0.0,0.0,0.0,0.006330965200836257,-0.014124728552603064,0.2670466747663333,1.2
0.0,0.0,0.0,-0.16663311916752874,-0.03456138825139114,0.07365337695156503,1.21
0.0,0.0,0.0,0.11920916356506546,0.3416031121004229,-0.06790738263214853,1.22
0.0,0.0,0.0,-0.15217767023496712,-0.04280549290689176,-0.34774383396590935,1.23
0.0,0.0,0.0,0.12214219840245344,0.2736631758982247,0.12262518508051733,1.24
0.0,0.0,0.0,-0.2866490381937843,0.24540654523250255,0.042632192194834856,1.25
0.0,0.0,0.0,-0.3843958871255149,-0.038037376749512804,-0.1294781162053049,1.26
0.0,0.0,0.0,0.2511103901355251,-0.09654438355494359,-0.01423649089069101,1.27
0.0,0.0,0.0,-0.3837994547845435,-0.030181765769538543,-0.32103181465148656,1.28
0.0,0.0,0.0,0.07648266803503001,-0.22308877198664062,0.007861786502892258,1.29
0.0,0.0,0.0,-0.24551160131477945,-0.09900586395752198,-0.002314490837582782,1.3
0.0,0.0,0.0,0.24232524706115913,0.049130265429012526,-0.05653697649944254,1.31
0.0,0.0,0.0,0.12277105563943258,-0.12071369415200227,-0.286357304587696,1.32
0.0,0.0,0.0,-0.3046235484261632,0.278499236191684,0.07582693279505484,1.33
0.0,0.0,0.0,0.14615957108226038,-0.12307821834142636,0.06149407047699536,1.34
0.0,0.0,0.0,0.30756250348427283,0.16431819311184975,0.1764036445271001,1.35
0.0,0.0,0.0,-0.21956141982182098,0.12611129041301758,0.016515115418688026,1.36
0.0,0.0,0.0,0.1718883599685325,-0.15324063989207767,-0.073826943820388,1.37
0.0,0.0,0.0,-0.15250800909000437,-0.2788677479765729,0.13534839658063644,1.38
0.0,0.0,0.0,-0.1173626039996698,0.24460851782789056,0.11238993368725064,1.39
0.0,0.0,0.0,-0.2720498203741721,0.4414730490831203,0.42614198911843615,1.4
0.0,0.0,0.0,0.04772364657946873,0.10094455250054515,0.01079710689659714,1.41
0.0,0.0,0.0,0.01988752215873217,0.3991861422049635,-0.27116137743644536,1.42
0.0,0.0,0.0,0.2646002206236147,-0.1254136745918081,0.0717748135957098,1.43
0.0,0.0,0.0,-0.05724829368052763,-0.2829430305276878,0.10243743013360239,1.44
0.0,0.0,0.0,0.10923922862454157,0.2694673551871303,0.02856028792225932,1.45
0.0,0.0,0.0,-0.12280101153357892,0.04229127805450545,-0.0756131597260663,1.46
0.0,0.0,0.0,0.13690210795198512,0.0660163263828715,-0.041787730470066176,1.47
0.0,0.0,0.0,-0.08816833124867962,-0.05175606063391211,0.018136576148020247,1.48
0.0,0.0,0.0,-0.029345575416806942,-0.004402643972583115,0.06097559075518615,1.49
0.0,0.0,0.0,0.5400962661746712,0.01785962137183655,0.16059102933630393,1.5
0.0,0.0,0.0,0.26661330257749905,-0.11749770380760383,-0.2346140047246031,1.51
0.0,0.0,0.0,0.1369827170653289,0.0031953540168128992,0.2807510209822189,1.52
0.0,0.0,0.0,-0.02593162861126465,-0.23966609553061158,0.20785725417100173,1.53
0.0,0.0,0.0,0.15416757855544505,-0.025014837488997577,0.10103493828512958,1.54
0.0,0.0,0.0,0.5749251558914661,-0.14410225073963676,-0.08040718137698336,1.55
0.0,0.0,0.0,0.0004787658270026961,0.13024495557268656,0.43450532009628556,1.56
0.0,0.0,0.0,0.021273732297488804,-0.25805800867196643,0.10277334386594716,1.57
0.0,0.0,0.0,-0.17136288504114994,-0.5012987859125045,-0.1698720189108441,1.58
0.0,0.0,0.0,0.13896699209418029,0.02597480832697456,-0.12509248227727532,1.59
0.0,0.0,0.0,0.21290338224073807,0.2800296327460745,-0.09258069288673487,1.6
0.0,0.0,0.0,-0.2545410359347002,0.33204027808193204,0.38716412269865397,1.61
0.0,0.0,0.0,0.14301906635224682,-0.300478632957747,-0.0340263433972706,1.62
0.0,0.0,0.0,0.06203590582565747,0.10520686407005067,-0.060507020248136756,1.63
0.0,0.0,0.0,-0.14491465623855418,0.0824243712734387,0.17817420709032816,1.64
0.0,0.0,0.0,0.09193854692143161,-0.16050616856841557,0.02650210023364249,1.65
0.0,0.0,0.0,-0.08284058728137164,-0.10150586000172435,0.02242683976462528,1.66
0.0,0.0,0.0,-0.009151357553201065,0.05543077769354469,-0.1734244782343941,1.67
0.0,0.0,0.0,0.10180974568428612,0.15137994934809046,0.1429827198346265,1.68
0.0,0.0,0.0,0.007722596292930652,-0.07540704375442764,-0.33486119694127026,1.69
0.0,0.0,0.0,-0.08102992150232392,0.2761530608368849,0.048910978857757914,1.7
0.0,0.0,0.0,0.43640730835717606,0.169924795328955,0.05602628826703953,1.71
0.0,0.0,0.0,-0.2103813510341651,-0.042554449179215866,-0.3365841646777446,1.72
0.0,0.0,0.0,-0.403561381974918,-0.18528938931734082,0.12684658699215232,1.73
0.0,0.0,0.0,-0.15093637774180335,-0.37687116634534945,0.10639521422340609,1.74
0.0,0.0,0.0,-0.18317239548433445,-0.16892564721444772,0.21114255619670558,1.75
0.0,0.0,0.0,-0.33356852101233764,-0.1257883960785866,-0.02684026661863466,1.76
0.0,0.0,0.0,0.12549564751513656,-0.05321424339997415,0.5390789424722241,1.77
0.0,0.0,0.0,0.11380078494291622,0.008027403995235284,0.39391629861897365,1.78
0.0,0.0,0.0,0.6052984465600466,-0.040637251361075016,-0.3329549199639548,1.79
0.0,0.0,0.0,-0.2722778944228744,0.16998836612763843,0.17040485634967745,1.8
0.0,0.0,0.0,0.006160511250558999,-0.21211264079498593,0.10383057596741835,1.81
0.0,0.0,0.0,0.04920877779792292,-0.18694301673428068,-0.2572016914272473,1.82
0.0,0.0,0.0,-0.20672900418707837,0.11299358289072357,-0.2853769085792557,1.83
0.0,0.0,0.0,0.14934270961838733,-0.1802937488228455,0.2751776300520502,1.84
0.0,0.0,0.0,0.0342153282369017,0.34777460011765204,0.2550527327203038,1.85
0.0,0.0,0.0,0.23474063140087567,0.27299666526133576,-0.07459474430827308,1.86
0.0,0.0,0.0,-0.14723230352436706,-0.18381147200542058,0.1468467195848487,1.87
0.0,0.0,0.0,0.2814660016128404,-0.5131245514877316,-0.21622210416697382,1.88
0.0,0.0,0.0,0.23500523611430577,-0.30554661847837905,-0.04815134746343297,1.89
0.0,0.0,0.0,0.11616173619269823,0.04808727914734641,0.29782879657432587,1.9
0.0,0.0,0.0,0.13732648675640394,0.04636828459587771,-0.05570488847822391,1.91
0.0,0.0,0.0,0.2373341377023857,0.06940537684212282,-0.11088210160615289,1.92
0.0,0.0,0.0,-0.13562493917468643,-0.07129602354997482,0.06800645841528212,1.93
0.0,0.0,0.0,-0.600961699344361,-0.10176192832951224,-0.22616651187836295,1.94
0.0,0.0,0.0,0.030546284441348204,-0.23628576597437562,0.11318638357353557,1.95
0.0,0.0,0.0,0.2867575005184279,-0.11086319470982149,-0.0509299831904405,1.96
0.0,0.0,0.0,0.17782616427830716,0.07362278450994703,-0.03132343268074311,1.97
0.0,0.0,0.0,-0.16769317821365318,-0.28828557039188646,-0.1690154390319011,1.98
0.0,0.0,0.0,-0.1792655418277641,0.23599898111402978,-0.11400500143331463,1.99
0.0,0.0,0.0,-0.26072135883738323,-0.13309916310008033,0.10792699108036313,2.0
0.0,0.0,0.0,-0.10229779472341888,0.39852917356772055,0.24097221385085887,2.01
0.0,0.0,0.0,-0.20920591004878172,0.34969580372795406,0.04824665359937389,2.02
0.0,0.0,0.0,-0.10324420665201911,0.0547434815871821,0.08396311144337726,2.03
0.0,0.0,0.0,0.49671048073927404,-0.3465346245449114,0.11314305554115744,2.04
0.0,0.0,0.0,0.1856696679350861,0.03279663027480241,-0.10116472740887224,2.05
0.0,0.0,0.0,0.022132956579618557,0.18449617133922724,0.12799065906740847,2.06
0.0,0.0,0.0,-0.5737356236610461,-0.2705211037234321,-0.11377190092586334,2.07
0.0,0.0,0.0,0.06648429192291848,0.19466659318969404,-0.3598351906444032,2.08
0.0,0.0,0.0,-0.16812638969508403,-0.011445618370410178,-0.5512277241772381,2.09
0.0,0.0,0.0,0.13433369317505015,-0.10266377144198165,0.3278212595284211,2.1
0.0,0.0,0.0,-0.0019714077922332765,0.15913902705587915,-0.2405286847996785,2.11
0.0,0.0,0.0,0.0901955398442854,0.06387959641923042,-0.04823523655050573,2.12
0.0,0.0,0.0,0.42508533746658705,-0.17897132307071845,-0.44273856903281283,2.13
0.0,0.0,0.0,-0.21180691947640892,0.6220901857722853,-0.10051930141785942,2.14
0.0,0.0,0.0,-0.08464609535135907,0.03428913625409064,0.38564943185075884,2.15
0.0,0.0,0.0,0.2611226915162314,0.2522417103696272,0.027065116420252194,2.16
0.0,0.0,0.0,0.24791604735936015,-0.08512769666537076,0.2678620678162322,2.17
0.0,0.0,0.0,0.14747164331284895,0.005612103412377202,-0.3358855493893135,2.18
0.0,0.0,0.0,-0.05890025841579527,0.021430969916942055,0.26802444824023847,2.19
0.0,0.0,0.0,-0.1947107800143175,0.0491965400199679,-0.028949402182851983,2.2
0.0,0.0,0.0,-0.696231717119622,0.15070010953223378,-0.004074589897737774,2.21
0.0,0.0,0.0,0.08010358893030232,0.11841570912165729,0.27940422056895103,2.22
0.0,0.0,0.0,-0.0970355048647001,-0.06542174974192651,0.19547799655758014,2.23
0.0,0.0,0.0,-0.2126880659858811,-0.11079595512124887,-0.0013209776005107003,2.24
0.0,0.0,0.0,-0.4119453496652691,-0.08837143043832912,-0.04883755922986495,2.25
0.0,0.0,0.0,0.23570313257585102,-0.08428768840820805,0.20328702428204812,2.26
0.0,0.0,0.0,-0.06507772387533044,-0.03715754835720871,0.09357803150939192,2.27
0.0,0.0,0.0,-0.29869924516467417,-0.21386955762598722,-0.11833474678481881,2.28
0.0,0.0,0.0,0.20517351387323646,0.05857564453972234,-0.0062143148139501515,2.29
0.0,0.0,0.0,-0.1805776300622816,-0.4979040283359602,0.03244625065935665,2.3
0.0,0.0,0.0,0.1090919248708716,-0.13306779734262478,-0.09914297283613765,2.31
0.0,0.0,0.0,0.05938324963925465,-0.5283450508009208,-0.19086106034632436,2.32
0.0,0.0,0.0,-0.07050150537961825,0.10884249232221228,-0.039330307725718994,2.33
0.0,0.0,0.0,-0.1272519636929531,-0.15539507174182898,0.061835297375729716,2.34
0.0,0.0,0.0,0.1275880637471396,0.2206226200743654,0.03756141891129256,2.35
0.0,0.0,0.0,0.23713177322035428,0.119634123841865,-0.2349445263400201,2.36
0.0,0.0,0.0,0.013865301479698403,0.04080234558591564,-0.24869644167401203,2.37
0.0,0.0,0.0,0.06250584241901795,0.07970855386694622,-0.08674082731750188,2.38
0.0,0.0,0.0,0.02065367759959395,0.33451499858543676,0.044520150365765634,2.39
0.0,0.0,0.0,-0.06226224740892651,0.12455042625990437,-0.08652232642514139,2.4
0.0,0.0,0.0,-0.25341645245447697,-0.24111269753780895,-0.2678253668106875,2.41
0.0,0.0,0.0,0.14186672443562992,-0.023074540550380065,-0.13020974325262952,2.42
0.0,0.0,0.0,0.13203213852984905,-0.11984047483178113,0.34425405037802287,2.43
0.0,0.0,0.0,0.48098386098887425,-0.00018578618872283438,-0.2394611375822481,2.44
0.0,0.0,0.0,-0.22659797505686383,0.0831219350196568,-0.05141619192964935,2.45
0.0,0.0,0.0,0.07723785650402216,0.2661618370492771,-0.18786369341261341,2.46
0.0,0.0,0.0,0.07693283859382177,0.12703770909559048,-0.1206331560580878,2.47
0.0,0.0,0.0,-0.006421362980823989,0.08454326922979112,0.28691218987481665,2.48
0.0,0.0,0.0,0.0780957300963895,0.35643598701201606,0.030487625202030345,2.49
0.0,0.0,0.0,-0.007912594140335532,-0.28275805687333394,-0.2649776505915247,2.5
0.0,0.0,0.0,0.11520012539310287,0.25387044529730723,-0.07390323199669277,2.51
0.0,0.0,0.0,0.012097139842431125,-0.38761637095352075,0.13549274493940536,2.52
0.0,0.0,0.0,0.147067814978967,-0.0332479050805947,-0.15963053227654345,2.53
0.0,0.0,0.0,-0.45026705143055035,-0.2692594553859788,-0.1957757336483148,2.54
0.0,0.0,0.0,-0.031044743261908522,-0.2897004757215692,0.07238977610447679,2.55
0.0,0.0,0.0,-0.3379564066641487,0.1813548291835535,0.11983383548283855,2.56
0.0,0.0,0.0,-0.23278971260841574,-0.040632832313987705,0.16413311492040697,2.57
0.0,0.0,0.0,0.041906903508472676,-0.22958235009264993,0.26945069505924124,2.58
0.0,0.0,0.0,-0.014778524750250112,-0.022427538501934463,0.20028462912011366,2.59
0.0,0.0,0.0,-0.22598034443152343,-0.010760077322108296,0.3161596167847786,2.6
0.0,0.0,0.0,0.05528507154957901,0.12009518101848127,0.2037239285016267,2.61
0.0,0.0,0.0,-0.11774935489065375,-0.24937977949246154,0.011302866774918208,2.62
0.0,0.0,0.0,-0.1332338349941308,0.13489228121188612,0.27915841295120053,2.63
0.0,0.0,0.0,0.03547008648643495,-0.024857895658603767,0.1575407072221524,2.64
0.0,0.0,0.0,-0.10926672255448203,-0.16062163384329456,0.028489344089728936,2.65
0.0,0.0,0.0,-0.34536106949299533,-0.27039943927718324,0.1511498656908601,2.66
0.0,0.0,0.0,-0.26941105397445875,0.133569152614442,0.2533684173748739,2.67
0.0,0.0,0.0,-0.10052611411454582,-0.2576931057209378,-0.03804630338045964,2.68
0.0,0.0,0.0,0.020565886338816036,-0.21577199037255107,-0.07037600948043533,2.69
0.0,0.0,0.0,-0.21415314835569368,0.08224629516789114,-0.11270421883655878,2.7
0.0,0.0,0.0,0.13059655081740518,0.33980181086082706,0.15073256233497398,2.71
0.0,0.0,0.0,0.4134302916231211,-0.26923959156773064,-0.14044417570736634,2.72
0.0,0.0,0.0,0.2504031125341517,0.03245973910234686,-0.16258912090686523,2.73
0.0,0.0,0.0,-0.2008447105281034,-0.08830111915246758,0.3224572893418476,2.74
0.0,0.0,0.0,-0.09352018247000726,-0.10513367084597705,-0.28245662896121065,2.75
0.0,0.0,0.0,0.2580157290979445,0.28750952017109743,-0.4678458025115517,2.76
0.0,0.0,0.0,-0.14343244261038152,0.14256571662021023,0.10263672372841753,2.77
0.0,0.0,0.0,0.16845360280595126,-0.20351990650462107,-0.20999587883228124,2.78
0.0,0.0,0.0,0.25713445634864646,0.009850349767173432,0.23993625654602124,2.79
0.0,0.0,0.0,-0.17038812192176572,-0.1906528942032648,-0.15539145531581244,2.8
0.0,0.0,0.0,-0.2576770676974175,0.1902949760301538,0.4011216347429269,2.81
0.0,0.0,0.0,0.1833458594601385,0.06725282551503091,-0.07455645842323744,2.82
0.0,0.0,0.0,-0.23753983644455776,0.0544179330071363,-0.3376579145784605,2.83
0.0,0.0,0.0,-0.15341036489399762,-0.31528974666157866,0.005365637777650342,2.84
0.0,0.0,0.0,-0.38932606029980305,0.14281320548489204,0.13027123146368694,2.85
0.0,0.0,0.0,0.07673063549997428,0.1364947856472582,-0.204609213636715,2.86
0.0,0.0,0.0,0.07232008962292026,0.06439259160169244,-0.45136008222967094,2.87
0.0,0.0,0.0,0.16735947324349298,-0.09933420802474402,-0.09132542282036987,2.88
0.0,0.0,0.0,0.074368083183531,0.011457106769863699,0.19747960644919585,2.89
0.0,0.0,0.0,0.15847015342861803,-0.2546633413181213,-0.09137044582427609,2.9
0.0,0.0,0.0,0.11817267017518439,-0.19406716497171528,0.09923944401566823,2.91
0.0,0.0,0.0,0.15990262264849175,0.05212843620134096,-0.4210727709401,2.92
0.0,0.0,0.0,-0.5490237345046939,-0.13894702777072557,-0.5393892378190498,2.93
0.0,0.0,0.0,-0.18718197917692686,0.0009087225411626718,-0.06376253563214682,2.94
0.0,0.0,0.0,0.22466114421906422,-0.16276532641125463,0.3104075966117065,2.95
0.0,0.0,0.0,-0.0747173315199637,-0.3773456817381334,0.16157111005509395,2.96
0.0,0.0,0.0,0.2799935959340038,-0.10960674537197362,-0.1635387518676691,2.97
0.0,0.0,0.0,0.31972496345799584,0.16875645824863958,-0.051303232574354186,2.98
0.0,0.0,0.0,0.12466329562801165,0.09388278826846515,-0.28520751806272854,2.99
0.0,0.0,0.0,-0.16688791877873646,-0.0483084184511511,0.3584980446547223,3.0
0.0,0.0,0.0,-0.21869004632779335,-0.1042124792567928,0.16771259823781542,3.01
0.0,0.0,0.0,0.02004970805626634,-0.26112815905469683,-0.11002331430455055,3.02
0.0,0.0,0.0,-0.1317637136271134,-0.32072369947661417,0.06999402438755616,3.03
0.0,0.0,0.0,-0.19793802572208785,-0.014294349126920536,-0.12283801210595272,3.04
0.0,0.0,0.0,-0.05132800130682509,-0.1403865905967375,0.12055280806095724,3.05
0.0,0.0,0.0,-0.20425207083903152,-0.2524267223583065,0.1475944411983928,3.06
0.0,0.0,0.0,0.20878327051484039,-0.25520275604123993,0.005338264001320459,3.07
0.0,0.0,0.0,0.28716430299998097,-0.1239039764426973,0.2104422907202321,3.08
0.0,0.0,0.0,-0.1792271652243888,0.20589790903220095,0.18983503702587146,3.09
0.0,0.0,0.0,-0.09353955022175847,0.19050674944179602,0.16493436563935238,3.1
0.0,0.0,0.0,0.1964277465817926,-0.30251867755123013,0.13287552935987376,3.11
