time            x            y            
 1581684502.000   556569.642  5932604.422 
 1581684503.000   556569.505  5932604.754 
 1581684504.000   556569.368  5932605.086 
 1581684505.000   556569.232  5932605.418 
 1581684506.000   556569.095  5932605.750 
 1581684507.000   556569.024  5932606.194 
 1581684508.000   556568.887  5932606.527 
 1581684509.000   556568.752  5932606.748 
 1581684510.000   556568.682  5932607.080 
 1581684511.000   556568.545  5932607.413 
 1581684512.000   556568.409  5932607.745 
 1581684513.000   556568.338  5932608.078 
 1581684514.000   556568.202  5932608.410 
 1581684515.000   556568.065  5932608.742 
 1581684516.000   556567.995  5932609.075 
 1581684517.000   556567.927  5932609.185 
 1581684518.000   556567.792  5932609.406 
 1581684519.000   556567.589  5932609.738 
 1581684520.000   556567.454  5932609.959 
 1581684521.000   556567.319  5932610.180 
 1581684522.000   556567.183  5932610.512 
 1581684523.000   556567.046  5932610.844 
 1581684524.000   556566.843  5932611.175 
 1581684525.000   556566.707  5932611.507 
 1581684526.000   556566.505  5932611.727 
 1581684527.000   556566.369  5932612.060 
 1581684528.000   556566.166  5932612.391 
 1581684529.000   556566.096  5932612.724 
 1581684530.000   556566.092  5932613.058 
 1581684531.000   556566.021  5932613.391 
 1581684532.000   556565.885  5932613.723 
 1581684533.000   556565.814  5932614.056 
 1581684534.000   556565.744  5932614.389 
 1581684535.000   556565.674  5932614.722 
 1581684536.000   556565.604  5932615.055 
 1581684537.000   556565.533  5932615.388 
 1581684538.000   556565.463  5932615.721 
 1581684539.000   556565.393  5932616.053 
 1581684540.000   556565.321  5932616.498 
 1581684541.000   556565.251  5932616.831 
 1581684542.000   556565.247  5932617.164 
 1581684543.000   556565.178  5932617.386 
 1581684544.000   556565.042  5932617.718 
 1581684545.000   556564.906  5932617.939 
 1581684546.000   556564.771  5932618.160 
 1581684547.000   556564.768  5932618.383 
 1581684548.000   556564.768  5932618.383 
 1581684549.000   556564.768  5932618.383 
 1581684550.000   556564.702  5932618.382 
 1581684551.000   556564.835  5932618.383 
 1581684552.000   556564.965  5932618.607 
 1581684553.000   556565.228  5932618.722 
 1581684554.000   556565.558  5932618.837 
 1581684555.000   556565.887  5932619.064 
 1581684556.000   556566.216  5932619.290 
 1581684557.000   556566.544  5932619.516 
 1581684558.000   556566.873  5932619.743 
 1581684559.000   556567.135  5932619.969 
 1581684560.000   556567.397  5932620.306 
 1581684561.000   556567.658  5932620.642 
 1581684562.000   556567.920  5932620.868 
 1581684563.000   556568.182  5932621.094 
 1581684564.000   556568.445  5932621.319 
 1581684565.000   556568.707  5932621.545 
 1581684566.000   556568.902  5932621.881 
 1581684567.000   556569.164  5932622.107 
 1581684568.000   556569.359  5932622.443 
 1581684569.000   556569.555  5932622.668 
 1581684570.000   556569.750  5932623.004 
 1581684571.000   556569.946  5932623.229 
 1581684572.000   556570.143  5932623.454 
 1581684573.000   556570.405  5932623.680 
 1581684574.000   556570.600  5932624.016 
 1581684575.000   556570.796  5932624.241 
 1581684576.000   556570.991  5932624.577 
 1581684577.000   556571.187  5932624.802 
 1581684578.000   556571.315  5932625.137 
 1581684579.000   556571.511  5932625.362 
 1581684580.000   556571.641  5932625.586 
 1581684581.000   556571.836  5932625.922 
 1581684582.000   556571.966  5932626.146 
 1581684583.000   556572.161  5932626.482 
 1581684584.000   556572.356  5932626.818 
 1581684585.000   556572.550  5932627.154 
 1581684586.000   556572.747  5932627.379 
 1581684587.000   556572.875  5932627.715 
 1581684588.000   556572.937  5932628.049 
 1581684589.000   556573.000  5932628.384 
 1581684590.000   556573.062  5932628.718 
 1581684591.000   556573.124  5932629.053 
 1581684592.000   556573.120  5932629.387 
 1581684593.000   556573.184  5932629.610 
 1581684594.000   556573.182  5932629.721 
 1581684595.000   556573.116  5932629.720 
 1581684596.000   556573.051  5932629.608 
 1581684597.000   556573.050  5932629.719 
 1581684598.000   556573.180  5932629.944 
 1581684599.000   556573.308  5932630.279 
 1581684600.000   556573.503  5932630.615 
 1581684601.000   556573.698  5932630.951 
 1581684602.000   556573.894  5932631.176 
 1581684603.000   556573.959  5932631.288 
 1581684604.000   556573.893  5932631.287 
 1581684605.000   556573.827  5932631.286 
 1581684606.000   556573.693  5932631.396 
 1581684607.000   556573.626  5932631.395 
 1581684608.000   556573.695  5932631.174 
 1581684609.000   556573.766  5932630.841 
 1581684610.000   556573.835  5932630.619 
 1581684611.000   556573.971  5932630.287 
 1581684612.000   556574.040  5932630.065 
 1581684613.000   556574.043  5932629.843 
 1581684614.000   556574.045  5932629.620 
 1581684615.000   556574.047  5932629.509 
 1581684616.000   556573.980  5932629.508 
 1581684617.000   556573.913  5932629.619 
 1581684618.000   556573.847  5932629.618 
 1581684619.000   556573.911  5932629.730 
 1581684620.000   556574.177  5932629.733 
 1581684621.000   556574.442  5932629.736 
 1581684622.000   556574.772  5932629.851 
 1581684623.000   556575.102  5932629.967 
 1581684624.000   556575.433  5932629.971 
 1581684625.000   556575.764  5932629.975 
 1581684626.000   556576.097  5932629.867 
 1581684627.000   556576.428  5932629.871 
 1581684628.000   556576.760  5932629.875 
 1581684629.000   556577.091  5932629.879 
 1581684630.000   556577.422  5932629.883 
 1581684631.000   556577.755  5932629.776 
 1581684632.000   556578.086  5932629.780 
 1581684633.000   556578.418  5932629.784 
 1581684634.000   556578.749  5932629.788 
 1581684635.000   556579.080  5932629.792 
 1581684636.000   556579.412  5932629.796 
 1581684637.000   556579.744  5932629.688 
 1581684638.000   556580.076  5932629.692 
 1581684639.000   556580.407  5932629.696 
 1581684640.000   556580.672  5932629.700 
 1581684641.000   556581.004  5932629.704 
 1581684642.000   556581.269  5932629.707 
 1581684643.000   556581.601  5932629.599 
 1581684644.000   556581.866  5932629.603 
 1581684645.000   556582.196  5932629.718 
 1581684646.000   556582.461  5932629.721 
 1581684647.000   556582.793  5932629.725 
 1581684648.000   556583.058  5932629.728 
 1581684649.000   556583.389  5932629.732 
 1581684650.000   556583.721  5932629.736 
 1581684651.000   556583.984  5932629.851 
 1581684652.000   556584.314  5932629.966 
 1581684653.000   556584.579  5932629.969 
 1581684654.000   556584.911  5932629.973 
 1581684655.000   556585.242  5932629.977 
 1581684656.000   556585.506  5932630.091 
 1581684657.000   556585.837  5932630.095 
 1581684658.000   556586.102  5932630.098 
 1581684659.000   556586.434  5932630.102 
 1581684660.000   556586.765  5932630.106 
 1581684661.000   556587.096  5932630.110 
 1581684662.000   556587.428  5932630.114 
 1581684663.000   556587.691  5932630.229 
 1581684664.000   556588.023  5932630.233 
 1581684665.000   556588.286  5932630.347 
 1581684666.000   556588.618  5932630.351 
 1581684667.000   556588.881  5932630.466 
 1581684668.000   556589.147  5932630.469 
 1581684669.000   556589.478  5932630.473 
 1581684670.000   556589.743  5932630.476 
 1581684671.000   556589.940  5932630.589 
 1581684672.000   556590.204  5932630.704 
 1581684673.000   556590.469  5932630.707 
 1581684674.000   556590.801  5932630.711 
 1581684675.000   556591.066  5932630.714 
 1581684676.000   556591.397  5932630.718 
 1581684677.000   556591.662  5932630.721 
 1581684678.000   556591.993  5932630.725 
 1581684679.000   556592.391  5932630.730 
 1581684680.000   556592.722  5932630.734 
 1581684681.000   556593.055  5932630.627 
 1581684682.000   556593.188  5932630.628 
 1581684683.000   556593.319  5932630.741 
 1581684684.000   556593.317  5932630.853 
 1581684685.000   556593.385  5932630.742 
 1581684686.000   556593.386  5932630.631 
 1581684687.000   556593.455  5932630.409 
 1581684688.000   556593.526  5932630.076 
 1581684689.000   556593.595  5932629.854 
 1581684690.000   556593.665  5932629.522 
 1581684691.000   556593.801  5932629.189 
 1581684692.000   556593.872  5932628.856 
 1581684693.000   556594.007  5932628.635 
 1581684694.000   556594.077  5932628.303 
 1581684695.000   556594.146  5932628.081 
 1581684696.000   556594.081  5932627.969 
 1581684697.000   556594.215  5932627.859 
 1581684698.000   556594.414  5932627.862 
 1581684699.000   556594.614  5932627.753 
 1581684700.000   556594.814  5932627.644 
 1581684701.000   556595.016  5932627.424 
 1581684702.000   556595.283  5932627.204 
 1581684703.000   556595.483  5932627.095 
 1581684704.000   556595.750  5932626.987 
 1581684705.000   556595.885  5932626.767 
 1581684706.000   556596.022  5932626.434 
 1581684707.000   556596.222  5932626.325 
 1581684708.000   556596.357  5932626.105 
 1581684709.000   556596.558  5932625.884 
 1581684710.000   556596.692  5932625.775 
 1581684711.000   556596.829  5932625.443 
 1581684712.000   556596.963  5932625.333 
 1581684713.000   556597.098  5932625.112 
 1581684714.000   556597.232  5932625.002 
 1581684715.000   556597.433  5932624.782 
 1581684716.000   556597.502  5932624.561 
 1581684717.000   556597.702  5932624.452 
 1581684718.000   556597.902  5932624.343 
 1581684719.000   556598.170  5932624.124 
 1581684720.000   556598.370  5932624.015 
 1581684721.000   556598.572  5932623.795 
 1581684722.000   556598.840  5932623.575 
 1581684723.000   556599.107  5932623.356 
 1581684724.000   556599.375  5932623.137 
 1581684725.000   556599.577  5932622.917 
 1581684726.000   556599.778  5932622.696 
 1581684727.000   556599.979  5932622.476 
 1581684728.000   556600.180  5932622.367 
 1581684729.000   556600.381  5932622.147 
 1581684730.000   556600.581  5932622.038 
 1581684731.000   556600.716  5932621.818 
 1581684732.000   556600.852  5932621.597 
 1581684733.000   556601.054  5932621.265 
 1581684734.000   556601.255  5932621.156 
 1581684735.000   556601.456  5932620.936 
 1581684736.000   556601.525  5932620.715 
 1581684737.000   556601.590  5932620.827 
 1581684738.000   556601.656  5932620.827 
 1581684739.000   556601.590  5932620.827 
 1581684740.000   556601.656  5932620.827 
 1581684741.000   556601.656  5932620.827 
 1581684742.000   556601.658  5932620.716 
 1581684743.000   556601.789  5932620.829 
 1581684744.000   556601.919  5932621.053 
 1581684745.000   556602.048  5932621.277 
 1581684746.000   556602.377  5932621.504 
 1581684747.000   556602.641  5932621.618 
 1581684748.000   556602.707  5932621.619 
 1581684749.000   556602.840  5932621.620 
 1581684750.000   556603.040  5932621.512 
 1581684751.000   556603.240  5932621.403 
 1581684752.000   556603.506  5932621.295 
 1581684753.000   556603.773  5932621.187 
 1581684754.000   556604.039  5932621.079 
 1581684755.000   556604.307  5932620.859 
 1581684756.000   556604.573  5932620.751 
 1581684757.000   556604.907  5932620.533 
 1581684758.000   556605.174  5932620.425 
 1581684759.000   556605.442  5932620.205 
 1581684760.000   556605.708  5932620.097 
 1581684761.000   556605.976  5932619.878 
 1581684762.000   556606.242  5932619.770 
 1581684763.000   556606.575  5932619.663 
 1581684764.000   556606.842  5932619.443 
 1581684765.000   556607.109  5932619.335 
 1581684766.000   556607.375  5932619.227 
 1581684767.000   556607.643  5932619.008 
 1581684768.000   556607.909  5932618.900 
 1581684769.000   556608.177  5932618.680 
 1581684770.000   556608.377  5932618.571 
 1581684771.000   556608.511  5932618.462 
 1581684772.000   556608.711  5932618.353 
 1581684773.000   556608.979  5932618.134 
 1581684774.000   556609.112  5932618.135 
 1581684775.000   556609.113  5932618.024 
 1581684776.000   556609.246  5932618.026 
 1581684777.000   556609.513  5932617.806 
 1581684778.000   556609.715  5932617.586 
 1581684779.000   556609.781  5932617.587 
 1581684780.000   556609.648  5932617.585 
 1581684781.000   556609.713  5932617.697 
 1581684782.000   556609.910  5932617.922 
 1581684783.000   556610.041  5932618.035 
 1581684784.000   556610.106  5932618.147 
 1581684785.000   556610.368  5932618.373 
 1581684786.000   556610.567  5932618.375 
 1581684787.000   556610.566  5932618.486 
 1581684788.000   556610.566  5932618.486 
 1581684789.000   556610.501  5932618.374 
 1581684790.000   556610.501  5932618.374 
 1581684791.000   556610.632  5932618.487 
 1581684792.000   556610.766  5932618.378 
 1581684793.000   556610.964  5932618.380 
 1581684794.000   556611.097  5932618.382 
 1581684795.000   556611.165  5932618.271 
 1581684796.000   556611.297  5932618.273 
 1581684797.000   556611.165  5932618.271 
 1581684798.000   556611.363  5932618.273 
 1581684799.000   556611.689  5932618.722 
 1581684800.000   556611.623  5932618.722 
 1581684801.000   556611.557  5932618.721 
 1581684802.000   556611.491  5932618.720 
 1581684803.000   556611.754  5932618.835 
 1581684804.000   556611.888  5932618.725 
 1581684805.000   556611.689  5932618.722 
 1581684806.000   556611.623  5932618.722 
 1581684807.000   556611.623  5932618.722 
 1581684808.000   556611.621  5932618.944 
 1581684809.000   556611.688  5932618.834 
 1581684810.000   556611.952  5932618.948 
 1581684811.000   556612.017  5932619.060 
 1581684812.000   556612.082  5932619.172 
 1581684813.000   556612.148  5932619.173 
 1581684814.000   556612.212  5932619.396 
 1581684815.000   556612.410  5932619.399 
 1581684816.000   556612.277  5932619.508 
 1581684817.000   556612.145  5932619.396 
 1581684818.000   556612.013  5932619.394 
 1581684819.000   556612.079  5932619.395 
 1581684820.000   556611.883  5932619.170 
 1581684821.000   556611.951  5932619.059 
 1581684822.000   556611.753  5932618.946 
 1581684823.000   556611.556  5932618.832 
 1581684824.000   556611.424  5932618.719 
 1581684825.000   556611.953  5932618.837 
 1581684826.000   556612.285  5932618.841 
 1581684827.000   556612.876  5932619.293 
 1581684828.000   556612.941  5932619.405 
 1581684829.000   556612.743  5932619.291 
 1581684830.000   556612.743  5932619.291 
 1581684831.000   556612.743  5932619.291 
 1581684832.000   556612.678  5932619.179 
 1581684833.000   556612.678  5932619.179 
 1581684834.000   556612.678  5932619.179 
 1581684835.000   556612.744  5932619.180 
 1581684836.000   556612.746  5932619.069 
 1581684837.000   556612.681  5932618.957 
 1581684838.000   556612.681  5932618.957 
 1581684839.000   556612.681  5932618.957 
 1581684840.000   556612.681  5932618.957 
 1581684841.000   556612.679  5932619.068 
 1581684842.000   556612.679  5932619.068 
 1581684843.000   556612.679  5932619.068 
 1581684844.000   556612.678  5932619.179 
 1581684845.000   556612.744  5932619.180 
 1581684846.000   556612.744  5932619.180 
 1581684847.000   556612.678  5932619.179 
 1581684848.000   556612.678  5932619.179 
 1581684849.000   556612.678  5932619.179 
 1581684850.000   556612.678  5932619.179 
 1581684851.000   556612.677  5932619.291 
 1581684852.000   556612.675  5932619.402 
 1581684853.000   556612.675  5932619.402 
 1581684854.000   556612.740  5932619.514 
 1581684855.000   556612.739  5932619.625 
 1581684856.000   556612.804  5932619.737 
 1581684857.000   556612.804  5932619.737 
 1581684858.000   556612.803  5932619.848 
 1581684859.000   556612.868  5932619.960 
 1581684860.000   556612.934  5932619.961 
 1581684861.000   556612.934  5932619.961 
 1581684862.000   556612.934  5932619.961 
 1581684863.000   556612.999  5932620.073 
 1581684864.000   556612.999  5932620.073 
 1581684865.000   556612.999  5932620.073 
 1581684866.000   556612.934  5932619.961 
 1581684867.000   556612.868  5932619.960 
 1581684868.000   556612.800  5932620.071 
 1581684869.000   556612.800  5932620.071 
 1581684870.000   556612.734  5932620.070 
 1581684871.000   556612.734  5932620.070 
 1581684872.000   556612.732  5932620.181 
 1581684873.000   556612.734  5932620.070 
 1581684874.000   556612.734  5932620.070 
 1581684875.000   556612.734  5932620.070 
 1581684876.000   556612.800  5932620.071 
 1581684877.000   556612.800  5932620.071 
 1581684878.000   556612.866  5932620.072 
 1581684879.000   556612.933  5932620.073 
 1581684880.000   556612.933  5932620.073 
 1581684881.000   556612.999  5932620.073 
 1581684882.000   556613.065  5932620.074 
 1581684883.000   556613.064  5932620.185 
 1581684884.000   556613.130  5932620.186 
 1581684885.000   556613.195  5932620.298 
 1581684886.000   556613.261  5932620.299 
 1581684887.000   556613.394  5932620.301 
 1581684888.000   556613.526  5932620.302 
 1581684889.000   556613.591  5932620.414 
 1581684890.000   556613.657  5932620.415 
 1581684891.000   556613.724  5932620.416 
 1581684892.000   556613.724  5932620.416 
 1581684893.000   556613.856  5932620.417 
 1581684894.000   556613.923  5932620.418 
 1581684895.000   556614.055  5932620.420 
 1581684896.000   556614.055  5932620.420 
 1581684897.000   556614.121  5932620.421 
 1581684898.000   556614.120  5932620.532 
 1581684899.000   556614.120  5932620.532 
 1581684900.000   556614.119  5932620.643 
 1581684901.000   556614.119  5932620.643 
 1581684902.000   556614.119  5932620.643 
 1581684903.000   556614.117  5932620.754 
 1581684904.000   556614.117  5932620.754 
 1581684905.000   556614.051  5932620.754 
 1581684906.000   556614.051  5932620.754 
 1581684907.000   556614.051  5932620.754 
 1581684908.000   556613.985  5932620.753 
 1581684909.000   556613.985  5932620.753 
 1581684910.000   556613.984  5932620.864 
 1581684911.000   556613.984  5932620.864 
 1581684912.000   556613.982  5932620.975 
 1581684913.000   556613.982  5932620.975 
 1581684914.000   556614.047  5932621.087 
 1581684915.000   556614.047  5932621.087 
 1581684916.000   556614.047  5932621.087 
 1581684917.000   556614.113  5932621.088 
 1581684918.000   556614.180  5932621.089 
 1581684919.000   556614.245  5932621.201 
 1581684920.000   556614.245  5932621.201 
 1581684921.000   556614.245  5932621.201 
 1581684922.000   556614.310  5932621.313 
 1581684923.000   556614.310  5932621.313 
 1581684924.000   556614.310  5932621.313 
 1581684925.000   556614.310  5932621.313 
 1581684926.000   556614.242  5932621.423 
 1581684927.000   556614.242  5932621.423 
 1581684928.000   556614.307  5932621.535 
 1581684929.000   556614.307  5932621.535 
 1581684930.000   556614.373  5932621.536 
 1581684931.000   556614.372  5932621.648 
 1581684932.000   556614.372  5932621.648 
 1581684933.000   556614.373  5932621.536 
 1581684934.000   556614.307  5932621.535 
 1581684935.000   556614.241  5932621.535 
 1581684936.000   556614.174  5932621.534 
 1581684937.000   556614.176  5932621.423 
 1581684938.000   556614.109  5932621.422 
 1581684939.000   556614.043  5932621.421 
 1581684940.000   556613.977  5932621.420 
 1581684941.000   556613.978  5932621.309 
 1581684942.000   556613.912  5932621.308 
 1581684943.000   556613.912  5932621.308 
 1581684944.000   556613.846  5932621.307 
 1581684945.000   556613.846  5932621.307 
 1581684946.000   556613.846  5932621.307 
 1581684947.000   556613.847  5932621.196 
 1581684948.000   556613.847  5932621.196 
 1581684949.000   556613.847  5932621.196 
 1581684950.000   556613.847  5932621.196 
 1581684951.000   556613.913  5932621.197 
 1581684952.000   556613.912  5932621.308 
 1581684953.000   556613.912  5932621.308 
 1581684954.000   556613.978  5932621.309 
 1581684955.000   556613.978  5932621.309 
 1581684956.000   556614.044  5932621.310 
 1581684957.000   556614.044  5932621.310 
 1581684958.000   556614.044  5932621.310 
 1581684959.000   556614.109  5932621.422 
 1581684960.000   556614.109  5932621.422 
 1581684961.000   556614.043  5932621.421 
 1581684962.000   556614.043  5932621.421 
 1581684963.000   556614.043  5932621.421 
 1581684964.000   556614.044  5932621.310 
 1581684965.000   556614.112  5932621.199 
 1581684966.000   556614.113  5932621.088 
 1581684967.000   556614.113  5932621.088 
 1581684968.000   556614.113  5932621.088 
 1581684969.000   556614.113  5932621.088 
 1581684970.000   556614.115  5932620.977 
 1581684971.000   556614.116  5932620.866 
 1581684972.000   556614.117  5932620.754 
 1581684973.000   556614.119  5932620.643 
 1581684974.000   556614.052  5932620.642 
 1581684975.000   556613.988  5932620.530 
 1581684976.000   556613.989  5932620.419 
 1581684977.000   556613.990  5932620.308 
 1581684978.000   556613.925  5932620.196 
 1581684979.000   556613.860  5932620.084 
 1581684980.000   556613.794  5932620.083 
 1581684981.000   556613.729  5932619.971 
 1581684982.000   556613.663  5932619.970 
