Velocity without noise x,Velocity without noise y,Velocity without noise z,Velocity with noise x,Velocity with noise y,Velocity with noise z,global time
0.2,0.0,0.0,-0.023918880044597163,0.3134694001131091,0.25946012140231683,0.59
0.2,0.0,0.0,0.46409568523518063,0.05869401006705319,-0.2666638266927798,0.6
0.2,0.0,0.0,0.2769985966386919,0.13040202011736396,-0.21741105937226035,0.61
0.2,0.0,0.0,0.010918395668293696,-0.47075892923594154,-0.25528413362288344,0.62
0.2,0.0,0.0,0.14686570969348922,0.1348478721392812,0.15823559589886993,0.63
0.2,0.0,0.0,0.5092449302660973,0.036222785347208034,0.27953603737849586,0.64
0.2,0.0,0.0,0.31384249957895094,-0.15179944903802614,-0.11844617570391834,0.65
0.2,0.0,0.0,0.3323295302210796,0.08658699883602079,-0.13573228582729727,0.66
0.2,0.0,0.0,0.21130168142754596,-0.11396137747116951,0.1613562707796122,0.67
0.2,0.0,0.0,0.17207861190543786,0.03246215455693124,0.1464015593523024,0.68
0.2,0.0,0.0,0.40440508878772236,-0.16492309199525446,0.064882613318029,0.69
0.2,0.0,0.0,0.570667625710767,0.3662644404094846,-0.18173389788438413,0.7
0.2,0.0,0.0,0.2340699548415789,0.2136934258428799,-0.06044136400454612,0.71
0.2,0.0,0.0,0.1759613496135375,-0.3001150312691276,-0.10544666898373506,0.72
0.2,0.0,0.0,0.1085759410938481,0.4452406072072488,-0.0942969099152346,0.73
0.2,0.0,0.0,0.1927895469983364,0.016883501247227838,0.34358423544436506,0.74
0.2,0.0,0.0,0.6765175494718076,0.3265457804183983,0.20108262302216892,0.75
0.2,0.0,0.0,0.4624061722625818,0.052093533769884515,-0.05673669807186599,0.76
0.2,0.0,0.0,0.2587137126674601,-0.12587307051295335,0.0424220206079566,0.77
0.2,0.0,0.0,0.3830176650493828,-0.14997902667832025,0.1622621073958206,0.78
0.2,0.0,0.0,0.02565322371364659,0.44237134171908477,-0.03368983369729978,0.79
0.2,0.0,0.0,-0.038267253057003625,0.18865824135451637,0.1265746665607844,0.8
0.2,0.0,0.0,0.14410526441647195,0.11173202746571545,-0.09415532405122196,0.81
0.2,0.0,0.0,-0.08141223237037665,-0.06220289975386048,-0.020097058354491132,0.82
0.2,0.0,0.0,0.4780186360032438,0.06427662755117536,-0.06432926959871225,0.83
0.2,0.0,0.0,0.31534668227052215,0.5843693361943852,0.09795391348222066,0.84
0.2,0.0,0.0,0.2276007773734711,-0.1496688825081753,0.20471433882320655,0.85
0.2,0.0,0.0,0.480387882630549,-0.2694443695350002,0.03720922056950936,0.86
0.2,0.0,0.0,0.29078702786219013,0.23703076989285576,-0.19853046332607727,0.87
0.2,0.0,0.0,0.5515906300156703,-0.5674142490251705,-0.3728928506344307,0.88
0.2,0.0,0.0,0.3131815753937946,-0.12498277888871759,0.1931040356330817,0.89
0.2,0.0,0.0,0.30859500482226765,-0.5237659299152367,0.02497653639309335,0.9
0.2,0.0,0.0,0.5117860600456927,0.05710183099087658,0.360852730310927,0.91
0.2,0.0,0.0,0.10092952631668452,-0.004673505284120693,0.0895411399813863,0.92
0.2,0.0,0.0,0.09100338200834227,0.11621370925880348,-0.1045074358581573,0.93
0.2,0.0,0.0,-0.015153262851258675,-0.22139118633908003,-0.032542710336883045,0.94
0.2,0.0,0.0,0.13728689542277867,0.0389428476702961,-0.30055009334912436,0.95
0.2,0.0,0.0,0.3769486276869823,-0.02747693762008063,-0.07475958892527067,0.96
0.2,0.0,0.0,-0.02654862285651216,0.06499116144640936,-0.34361448727572075,0.97
0.2,0.0,0.0,0.26058866652040913,0.20007746228914924,0.33779015475126606,0.98
0.2,0.0,0.0,-0.1892010449491503,0.251802079950743,-0.13628971385647717,0.99
0.2,0.0,0.0,-0.02496004357370704,-0.021353278888642274,-0.0890314829358826,1.0
0.2,0.0,0.0,0.20365421540894224,0.20089779099820082,-0.01759990061209917,1.01
0.2,0.0,0.0,0.21038337758789327,-0.3262248781380142,0.08054590058493681,1.02
0.2,0.0,0.0,-0.21341595369356486,-0.0680313568419682,0.2626448281765565,1.03
0.2,0.0,0.0,-0.24155416669888025,0.3101073810176465,-0.4164450185815971,1.04
0.2,0.0,0.0,0.5047246103092838,0.1051355642661897,0.19450086627428875,1.05
0.2,0.0,0.0,0.15331656269636812,0.05923816354157907,-0.11567779118353863,1.06
0.2,0.0,0.0,0.2613430293594913,0.10226847917803644,-0.17589989462923797,1.07
0.2,0.0,0.0,0.12648345710493863,-0.269881072317174,0.4356366507694871,1.08
0.2,0.0,0.0,0.3608926266199727,0.011451856772045306,-0.3729606182825841,1.09
0.2,0.0,0.0,0.44195051376401245,-0.06966917578891368,0.05181725656123729,1.1
0.2,0.0,0.0,0.2248759742987525,-0.23815989356434747,0.009044509561618933,1.11
0.2,0.0,0.0,0.43047038032796636,0.020146265040269923,-0.06913972040864734,1.12
0.2,0.0,0.0,0.3808011280884729,0.21440819639896086,-0.07402226079371102,1.13
0.2,0.0,0.0,0.3269936835253141,-0.17769494034286007,0.1298482532885171,1.14
0.2,0.0,0.0,0.23962820634999207,0.048579750326577194,-0.25342143310522675,1.15
0.2,0.0,0.0,0.5301293111276577,0.10289654984345292,-0.08970248073344805,1.16
0.2,0.0,0.0,0.4256916886603279,0.19294221082910892,-0.005164289566300565,1.17
0.2,0.0,0.0,0.07605104480817038,-0.002682894319561613,0.1444196557125693,1.18
0.2,0.0,0.0,0.00015749882155652317,0.19958940444259865,-0.2318559778367024,1.19
0.2,0.0,0.0,0.4544230941626827,0.05634517290046436,-0.29840075082938783,1.2
0.2,0.0,0.0,0.5047484854764349,0.024369003416847796,-0.11910308277766463,1.21
0.2,0.0,0.0,0.3835590451411055,-0.20875142911589728,0.3308767754914994,1.22
0.2,0.0,0.0,0.052216341486218926,0.1415332724587642,0.011727455803323829,1.23
0.2,0.0,0.0,-0.17477884775635316,-0.07292007003454613,-0.26201378067688175,1.24
0.2,0.0,0.0,0.3296411197473388,0.22589709192650612,0.13276647204100966,1.25
0.2,0.0,0.0,0.13617396227125783,-0.021139431024472015,0.3763715963366523,1.26
0.2,0.0,0.0,0.21764393854996544,0.16386288188071066,0.16426994173462942,1.27
0.2,0.0,0.0,0.3289941457778135,-0.0781487272522472,0.26139997157972883,1.28
0.2,0.0,0.0,0.08226660556479595,0.08844893071555102,-0.1265707069103042,1.29
0.2,0.0,0.0,0.38501808651019365,0.15862773297766186,0.043746286984271666,1.3
0.2,0.0,0.0,0.2599192221692981,0.027119549819717276,0.2012510934312784,1.31
0.2,0.0,0.0,0.6151452486848413,-0.349679306539264,0.14387091949080205,1.32
0.2,0.0,0.0,0.08854250593524889,0.023264034948558297,-0.2977453948083083,1.33
0.2,0.0,0.0,0.42821937605406013,0.3314384937315322,-0.39221168891922426,1.34
0.2,0.0,0.0,0.21115876123803556,0.23068020160014513,-0.3305489657938955,1.35
0.2,0.0,0.0,0.40816055848443744,0.006918217851112955,-0.12699114523576416,1.36
0.2,0.0,0.0,-0.08807512493519887,0.06310335518520686,0.006963195918534411,1.37
0.2,0.0,0.0,0.13265439800124532,-0.4564781254778022,-0.03954686716865494,1.38
0.2,0.0,0.0,0.5314099280159796,0.13318683463811698,0.03181312779391945,1.39
0.2,0.0,0.0,0.08235780307850199,-0.005452427330196951,-0.47912113504241005,1.4
0.2,0.0,0.0,0.1052026406718305,-0.06976509062994841,-0.20805049952382035,1.41
0.2,0.0,0.0,0.20735046408684177,0.4545336005161244,0.25404909274300225,1.42
0.2,0.0,0.0,0.14774112983098397,0.038358003168272974,-0.08901863703229232,1.43
0.2,0.0,0.0,0.19764606714445368,0.2893286741901227,-0.04463648300547288,1.44
0.2,0.0,0.0,0.29621405853576127,0.004702594774460716,0.0499063517088055,1.45
0.2,0.0,0.0,0.17696050692541881,-0.13483610453915665,0.03905529064792883,1.46
0.2,0.0,0.0,0.37499593841647916,-0.05098005785330904,-0.11147437951889042,1.47
0.2,0.0,0.0,0.4160464302177046,0.10511582064873769,-0.1267547341602273,1.48
0.2,0.0,0.0,0.1520731591571279,0.036666121119767796,-0.3548817986502333,1.49
0.2,0.0,0.0,0.1225177574050919,-0.0656273859582721,-0.1485912376098306,1.5
0.2,0.0,0.0,0.5334475304726657,-0.0005339376376767061,0.12455303264429173,1.51
0.2,0.0,0.0,0.29434557618229795,-0.14433678117485912,0.4161967808127018,1.52
0.2,0.0,0.0,0.1279783667767363,-0.23903529246477204,0.24375369392085702,1.53
0.2,0.0,0.0,0.055808892316628,-0.06922206532294047,-0.03944557393868401,1.54
0.2,0.0,0.0,0.05990802620101607,-0.17265382058409862,-0.09721006541755393,1.55
0.2,0.0,0.0,0.09350010669395231,-0.006261081642685998,0.05362625189393161,1.56
0.2,0.0,0.0,0.7848134072325472,0.12684925581011064,0.09557133360776128,1.57
0.2,0.0,0.0,0.29745170065000837,-0.3390581023785552,-0.018271007614210272,1.58
0.2,0.0,0.0,0.4481032439623482,0.09286321496038791,-0.13161885572498708,1.59
0.2,0.0,0.0,0.37493875480792727,-0.08311391352476155,-0.017035752529524044,1.6
0.2,0.0,0.0,0.3496029606495027,-0.08613754804022924,0.14206519340558457,1.61
0.2,0.0,0.0,0.31986765430540154,-0.0735736263548946,-0.10966341220610268,1.62
0.2,0.0,0.0,-0.009573871383264349,0.35076369915749633,0.07502249993016381,1.63
0.2,0.0,0.0,0.14016912478055554,-0.03805318811490335,0.5334182411849904,1.64
0.2,0.0,0.0,0.2747561470989027,-0.08299173213660549,-0.15558373898030328,1.65
0.2,0.0,0.0,0.10098763099908299,-0.11390698292481648,0.06781433483118463,1.66
0.2,0.0,0.0,0.07595231660322564,0.19465624367382084,-0.0727992842676478,1.67
0.2,0.0,0.0,0.44488324139521157,0.40447541604170917,0.295728653868191,1.68
0.2,0.0,0.0,0.5266969887166313,0.15492734222680454,0.08776240773241323,1.69
0.2,0.0,0.0,-0.08683386161958379,0.04228676314852313,0.28723397040945564,1.7
0.2,0.0,0.0,-0.0974729088622126,0.006086604733019144,0.0921540911708386,1.71
0.2,0.0,0.0,0.15694715732306622,-0.4118903455874457,0.16527470825591667,1.72
0.2,0.0,0.0,0.27899973771204667,-0.0246984441492619,0.27418436365870597,1.73
0.2,0.0,0.0,0.02525376768839166,-0.14126182530613574,0.326996517857123,1.74
0.2,0.0,0.0,0.3708045728481773,0.05436319916726922,0.07968312810104546,1.75
0.2,0.0,0.0,-0.01625780477357361,0.036846438817623124,-0.002907829332469815,1.76
0.2,0.0,0.0,0.3206209809284632,0.24084193546498547,-0.2702367538676975,1.77
0.2,0.0,0.0,0.2052900750752597,0.4623273078827028,-0.02893509771177832,1.78
0.2,0.0,0.0,0.271345280825371,-0.05987223883146961,-0.052461497017138516,1.79
0.2,0.0,0.0,-0.12271278483946929,0.0736506397032579,0.21810159877994054,1.8
0.2,0.0,0.0,0.24245289507297235,-0.09927124099486373,-0.06844144258605545,1.81
0.2,0.0,0.0,-0.009337478963237306,0.08092014213037399,-0.030202407976186743,1.82
0.2,0.0,0.0,0.0759596966383201,-0.2791507518332698,0.588346899247641,1.83
0.2,0.0,0.0,0.0685095732166863,-0.12432116350433356,-0.011497604548287332,1.84
0.2,0.0,0.0,0.30863379980163197,0.2548813179035481,0.25554842403675143,1.85
0.2,0.0,0.0,0.44957434851265904,-0.006834401442780662,0.1716972670272507,1.86
0.2,0.0,0.0,0.4376173768493666,0.22278789044281752,-0.25818405329376076,1.87
0.2,0.0,0.0,0.3869734342874435,-0.07643112095921917,0.22336550712480882,1.88
0.2,0.0,0.0,0.06020081706509625,-0.03650156672984698,-0.27702143681225855,1.89
0.2,0.0,0.0,0.31213004069741873,-0.04405887200945508,-0.3505398362080934,1.9
0.2,0.0,0.0,0.0013238570749313783,-0.1394397529091592,0.03878167887140782,1.91
0.2,0.0,0.0,0.49143339389515134,-0.1542586690603421,-0.12466065912118825,1.92
0.2,0.0,0.0,-0.013896246366708997,0.0181541610780223,0.051231549093524134,1.93
0.2,0.0,0.0,0.38897873504242303,-0.15035665931941206,-0.00999884911118691,1.94
0.2,0.0,0.0,0.05222061463479741,0.11991309950456663,0.2722562463762867,1.95
0.2,0.0,0.0,0.05131272848268986,-0.1252389339206024,0.1539571233329299,1.96
0.2,0.0,0.0,0.31236575016117435,-0.27308205490558973,0.29475481909860396,1.97
0.2,0.0,0.0,0.12268878468441508,0.200779205126489,0.2953808529217387,1.98
0.2,0.0,0.0,0.40582843344815184,0.029733704718443527,-0.4571454382261913,1.99
0.2,0.0,0.0,0.2558568476567687,0.3534743729060963,-0.04008374019168896,2.0
0.2,0.0,0.0,0.20473653697250976,-0.14085292580321976,-0.04608597406413076,2.01
0.2,0.0,0.0,-0.17807542375893576,0.025509696589987196,0.047776016799555794,2.02
0.2,0.0,0.0,0.05912979693152673,-0.3271144111083322,-0.06055487577702652,2.03
0.2,0.0,0.0,0.38385673571211665,-0.020291193710241573,-0.11990064882939265,2.04
0.2,0.0,0.0,0.26542510925130713,-0.20362489202712278,-0.0715597050263117,2.05
0.2,0.0,0.0,-0.02622110711631956,-0.03403499898315656,-0.24679788131371297,2.06
0.2,0.0,0.0,0.47066827876029105,-0.09263046994531074,0.03807838848382972,2.07
0.2,0.0,0.0,0.16258623780624404,-0.04857376770453099,-0.2662451329060901,2.08
0.2,0.0,0.0,-0.17305147272497923,0.1273670634891548,-0.29173588417481405,2.09
0.2,0.0,0.0,0.11589306316381762,0.2686645610508782,-0.4737838685466497,2.1
0.2,0.0,0.0,0.30294101083587605,0.4716461252337105,-0.0705305633073852,2.11
0.2,0.0,0.0,0.3485052665869205,-0.07082854240673783,-0.11665266990683397,2.12
0.2,0.0,0.0,-0.1754080976122146,-0.19593320312719445,-0.20523458237950495,2.13
0.2,0.0,0.0,0.2102756436201531,0.22268274660719128,0.3466857759719184,2.14
0.2,0.0,0.0,-0.07847194264520935,-0.15788235360299813,-0.257043975618012,2.15
0.2,0.0,0.0,0.2664589341293741,-0.29924824264621547,0.16605329286777393,2.16
0.2,0.0,0.0,0.04365600848389742,0.2910226812304595,-0.3451197014532448,2.17
0.2,0.0,0.0,0.07027778295365625,-0.3180128247659413,-0.277778881172245,2.18
0.2,0.0,0.0,-0.06420433085800958,0.06237006678412171,-0.27922918409508773,2.19
0.2,0.0,0.0,-0.00176990695767687,0.051997236127127505,0.18121405237688082,2.2
0.2,0.0,0.0,0.2908437804539611,-0.301324095943998,-0.28163950089392714,2.21
0.2,0.0,0.0,0.02958869322518659,-0.29352710628684897,0.38409086364322903,2.22
0.2,0.0,0.0,-0.2578663701814305,0.26076639088665426,-0.12977934061906202,2.23
0.2,0.0,0.0,-0.06507123982715518,-0.05101511344628101,0.2188636817841533,2.24
0.2,0.0,0.0,0.3361581025782783,-0.2473560673795584,-0.12384941608098937,2.25
0.2,0.0,0.0,0.19702016843371423,0.12298855415763506,0.04580640182651048,2.26
0.2,0.0,0.0,-0.015205281840615342,-0.19638466005359068,-0.0996896846542097,2.27
0.2,0.0,0.0,0.2933495647502291,0.07809513628434758,-0.19852367139135896,2.28
0.2,0.0,0.0,0.10946340359239262,-0.2435547033090979,0.26123581830680553,2.29
0.2,0.0,0.0,0.30141434327784183,0.06631269662796373,-0.16194709724079914,2.3
0.2,0.0,0.0,0.07580008951457828,-0.48770518334020796,0.19189044053148194,2.31
0.2,0.0,0.0,0.4218134582794355,0.0711632487914007,-0.01124104384378373,2.32
0.2,0.0,0.0,0.2826247909675704,-0.04395362561633265,-0.0207105763196839,2.33
0.2,0.0,0.0,0.05338692278803425,0.10892962408563872,0.13488437182097726,2.34
0.2,0.0,0.0,0.03194534937853355,0.041312033182361235,-0.1495658032904869,2.35
0.2,0.0,0.0,-0.18586182670222412,-0.1710342324585471,0.3108684146741035,2.36
0.2,0.0,0.0,0.59925870566433,-0.10457393062354617,-0.0995664055915651,2.37
0.2,0.0,0.0,0.08051765580008213,-0.007999695880482062,0.11987763319912775,2.38
0.2,0.0,0.0,0.14987884879800623,-0.0004357127750295671,-0.2909151843829342,2.39
0.2,0.0,0.0,0.23185580322525537,-0.020741644123373138,0.10439244723644048,2.4
0.2,0.0,0.0,0.6735816591266868,0.026675112448404422,0.4396316506726013,2.41
0.2,0.0,0.0,0.17044985743464552,-0.10606251794106891,-0.07465241670873182,2.42
0.2,0.0,0.0,0.1029147716347533,0.051446904155482656,-0.1911148329478266,2.43
0.2,0.0,0.0,0.2418774075587471,0.033317333389905134,-0.147779981961745,2.44
0.2,0.0,0.0,0.37859114103748437,-0.10584358761393975,-0.06848218079885708,2.45
0.2,0.0,0.0,0.09388398239054307,-0.13211654659817038,0.08188908690380738,2.46
0.2,0.0,0.0,0.03663067478342355,0.047357917628419934,-0.1700332557986256,2.47
0.2,0.0,0.0,-0.035631016136649624,-0.3828900141609426,-0.3940518676659074,2.48
0.2,0.0,0.0,0.4333600212080281,0.013884424487952685,0.1152260331169507,2.49
0.2,0.0,0.0,0.09336770823316598,0.17471992783367996,-0.3587939785057621,2.5
0.2,0.0,0.0,0.1645680668638785,-0.14373495329997932,0.26712531978425474,2.51
0.2,0.0,0.0,0.5891382173088431,-0.05301756223914326,-0.11754903396998716,2.52
0.2,0.0,0.0,0.19967299250668577,-0.2075141579406446,0.20381168647915482,2.53
0.2,0.0,0.0,0.613405369411425,-0.3571274524205372,0.021434822633140237,2.54
0.2,0.0,0.0,-0.04507780479961404,-0.13255022366143415,0.11079754381788216,2.55
0.2,0.0,0.0,0.14650265354267042,0.03652880347230394,0.08768820043478909,2.56
0.2,0.0,0.0,0.0002616250231632644,0.14556589900408512,-0.29264707383188576,2.57
0.2,0.0,0.0,0.16104459130794196,0.22350900323407163,-0.18869282790524108,2.58
0.2,0.0,0.0,0.1857868313774407,0.1288919965582646,-0.2123362786582746,2.59
0.2,0.0,0.0,-0.12799011023756207,0.09347792973799945,-0.2871737830540548,2.6
0.2,0.0,0.0,0.39625701522201506,0.22313413947464547,0.15356477555240508,2.61
0.2,0.0,0.0,0.35396436707828777,0.20359941246999924,0.06092536607918025,2.62
0.2,0.0,0.0,0.21213166229849956,0.0005233376180077743,-0.06167586241528274,2.63
0.2,0.0,0.0,0.1954540106308132,-0.0654879759375431,0.30572309117441554,2.64
0.2,0.0,0.0,-0.08038629754107218,0.33781796395519575,-0.062294316310037984,2.65
0.2,0.0,0.0,0.1623298063071614,-0.10223122236829987,-0.32800358061356194,2.66
0.2,0.0,0.0,0.3363485526420612,-0.04720849642172396,-0.021905931337535937,2.67
0.2,0.0,0.0,0.27716445228436054,0.07516543460192478,-0.00987116483253566,2.68
0.2,0.0,0.0,0.09965273105065098,0.1934879426128353,0.11506435184806141,2.69
0.2,0.0,0.0,0.22672425260266926,-0.08705426413334055,0.08185212039552935,2.7
0.2,0.0,0.0,-0.032961156946476194,-0.4788876605380904,-0.1392608745733507,2.71
0.2,0.0,0.0,0.14060712915963736,0.07063087046929964,0.0699947675629244,2.72
0.2,0.0,0.0,0.019873080178059166,0.12212067712167812,-0.19833102580941153,2.73
0.2,0.0,0.0,0.42807362470260013,-0.09765312194391582,0.1690999797121789,2.74
0.2,0.0,0.0,-0.24517474877286033,0.19600849050885602,-0.34871466015573965,2.75
0.2,0.0,0.0,0.0060166587611740485,0.14722204773877454,-0.01082133457888401,2.76
0.2,0.0,0.0,0.3520347144347334,0.4013798323979777,0.39541880614301883,2.77
0.2,0.0,0.0,-0.16002337232783415,0.06203587872308539,-0.3883160318436629,2.78
0.2,0.0,0.0,0.2983219350742854,0.17372531697856053,0.038589384979700866,2.79
0.2,0.0,0.0,0.037699414416598354,-0.015446803315414799,-0.11851139734770738,2.8
0.2,0.0,0.0,-0.10984916799133199,-0.03680657963973276,-0.06247771805436321,2.81
0.2,0.0,0.0,0.2943264895290964,0.21487755335733658,-0.1900541144472951,2.82
0.2,0.0,0.0,0.28056184420502533,-0.0822064553793862,0.426417174377159,2.83
0.2,0.0,0.0,0.37716150418763056,-0.3003144353600246,-0.038101324648321944,2.84
0.2,0.0,0.0,0.12780371701199092,0.07841965270634894,-0.12142493736023029,2.85
0.2,0.0,0.0,-0.17869677165846637,0.11094413477296677,-0.0727284257286233,2.86
0.2,0.0,0.0,0.08371095184646629,0.18833127352456433,0.07782419366760335,2.87
0.2,0.0,0.0,0.2320680608008633,-0.28232121784630054,-0.3243683879203224,2.88
0.2,0.0,0.0,0.12885253112494038,0.06191496917528481,-0.026870645596383014,2.89
0.2,0.0,0.0,0.009866363293750152,-0.06481335509192776,-0.1534463818541839,2.9
0.2,0.0,0.0,0.05964487311945363,0.35730759849918586,-0.06879412591434997,2.91
0.2,0.0,0.0,0.28669646737623644,-0.21236285337223523,0.1790361695700407,2.92
0.2,0.0,0.0,0.08822685957220543,0.27037695671025647,0.20310963403751733,2.93
0.2,0.0,0.0,0.1368998852352139,0.16415190396105017,0.016440889588016896,2.94
0.2,0.0,0.0,0.48560218970829117,0.1799735993178142,-0.08443846626679159,2.95
0.2,0.0,0.0,0.2207307015643228,-0.12179435758982503,0.04524754251051916,2.96
0.2,0.0,0.0,0.08342446369114914,-0.35311379219013134,-0.02664467646635765,2.97
0.2,0.0,0.0,0.006070409926770076,0.11670156700764517,0.2806973300735735,2.98
0.2,0.0,0.0,0.007792279812695341,0.019890939929774133,-0.1466558830271813,2.99
0.2,0.0,0.0,0.2755862796785021,-0.07884758662240732,0.03203119645546103,3.0
0.2,0.0,0.0,0.40146977692762603,-0.04561870657729153,0.215632623677605,3.01
0.2,0.0,0.0,0.3897244364320358,0.10092440568705315,0.08669074437569932,3.02
0.2,0.0,0.0,0.41252116171030256,-0.16108508769239527,0.1486132798136074,3.03
0.2,0.0,0.0,0.4101804040188094,-0.0679551294848671,-0.3165589766352721,3.04
0.2,0.0,0.0,-0.024566197195680456,-0.12303946243962396,-0.13662340202346532,3.05
0.2,0.0,0.0,0.09969046320780911,0.037063850030130366,-0.438799444598877,3.06
0.2,0.0,0.0,0.40180646059721625,-0.09597653753197244,0.34123117545994575,3.07
0.2,0.0,0.0,0.4523554330097585,-0.014865906953932938,0.23599748014455663,3.08
0.2,0.0,0.0,-0.05609982097530708,0.6128128446489391,-0.15825891914364854,3.09
0.2,0.0,0.0,0.36649286033782047,0.0014862491198734682,0.10718074296624758,3.1
0.2,0.0,0.0,0.1996492140346789,0.12731480449423324,-0.28980623515884013,3.11
0.2,0.0,0.0,0.08348619718183986,-0.09449754917691039,0.34510112466363757,3.12
0.2,0.0,0.0,0.12336682122003728,-0.16932520733387643,0.20453016376039557,3.13
0.2,0.0,0.0,0.08488048257024657,0.2048372918325545,0.01891011098724008,3.14
