timestamp, measured distance, true distance, distance error
0.8249342013263252,51.539144739526435,51.61637375076646,1,0.07722901124002846
1.5248174474776857,51.451579353046675,51.32952351751249,2,-0.12205583553418364
2.187326901834002,25.36188822804586,25.039705557092848,3,-0.322182670953012
2.8880078431564358,25.872594219871537,26.283720966666845,4,0.4111267467953077
3.8451728471670674,51.89810737917722,51.97179133910114,1,0.07368395992391896
4.544562553323281,51.072126819436406,50.94466805517095,2,-0.12745876426545522
5.206837812054067,24.6259139570425,24.307246790164726,3,-0.3186671668777734
5.908507355530847,26.619706103552353,27.033539257759955,4,0.4138331542076017
6.865400292535537,52.240281191415995,52.310387468473145,1,0.07010627705714967
7.5642967529769125,50.67628031876259,50.54347733467406,2,-0.13280298408853497
8.226354998321984,23.898828271811556,23.584493186574978,3,-0.3143350852365785
8.929009464608765,27.371298002788702,27.78704122991664,4,0.4157432271279369
9.885616431105479,52.5655060810184,52.632003843898985,1,0.06649776288058717
10.574021107380561,50.26492947846695,50.12755218477989,2,-0.13737729368705942
11.245879781425328,23.18256321388512,22.873454194752114,3,-0.3091090191330075
11.94951326957544,28.125971497042546,28.542893372673806,4,0.41692187563126026
12.90582116243314,52.873630777738434,52.936490970983826,1,0.06286019324539183
13.59373391833778,49.83689922957435,49.694330315738746,2,-0.14256891383560344
14.265413606924355,22.479233226052386,22.176329049968633,3,-0.30290417608375364
14.970017941222478,28.882440502823847,29.30237486345745,4,0.41993436063360434
15.926014391897526,53.164512746295856,53.223708068366925,1,0.059195322071069256
16.61343622388528,49.39307141624782,49.245378358595374,2,-0.14769305765244667
17.284958056269765,21.791151897393668,21.49552336338986,3,-0.2956285340038072
17.99052271444033,29.63951952465349,30.059336188792418,4,0.4198166641389278
18.94619603064733,53.43801810642379,53.493522990006575,1,0.055504883582784714
19.633128170543696,48.93366407455524,48.78091750830713,2,-0.152746566248112
20.30451485724283,21.12084797964897,20.833664513958364,3,-0.2871834656906067
21.011026881492135,30.396113100740862,30.81523408056475,4,0.4191209798238873
21.966365995553826,53.69402156195946,53.74581215629564,1,0.051790594336182494
22.65280991145044,48.458905133824004,48.30117893192109,2,-0.15772620190291065
23.32408589281716,20.471079446779505,20.193614419040752,3,-0.2774650277387529
24.03152978602008,31.151206377555418,31.569095657596396,4,0.4178892800409777
24.986524209169175,53.93240633804641,53.98046049310869,1,0.04805415506227462
25.672481606517586,47.969032649049836,47.806404010017964,2,-0.16262863903187252
26.33367454446842,19.845846837176495,19.58046989009638,3,-0.2653769470801137
27.05203081772116,31.90385672573459,32.32001592728458,4,0.41615920154998776
28.006670599689528,54.15306412562426,54.19736137798112,1,0.044297252356855665
28.69214342260881,47.46429506143102,47.29684460738191,2,-0.16745045404910996
29.353280279667093,19.246337125284008,18.993495727488895,3,-0.2528413977951125
30.072529407631848,32.653186306607296,33.067150849217654,4,0.4139645426103584
31.026805100922488,54.355895032489165,54.396416592709116,1,0.04052156021995046
31.711795533737845,46.94495149050937,46.772763376449674,2,-0.17218811405969348
32.37290685757144,18.67707727351231,18.43835431690599,3,-0.23872295660632048
33.093025023960074,33.398375496268784,33.80971120504331,4,0.41133570877452286
34.046927652258496,54.54080754027757,54.577536281740244,1,0.036728741462674463
34.73143812129099,46.41127206170026,46.23443409755176,2,-0.17683796414849695
35.39255678673499,18.141771155407937,17.918839497943903,3,-0.22293165746403432
36.11351716840552,34.13865707708297,34.546957187374055,4,0.40830011029108704
37.07703854469536,54.708241163957894,54.741148978886955,1,0.03290781492906092
37.76107014459301,45.86170156170688,45.68029041152787,2,-0.18141115017900944
38.42223166740851,17.64273272607042,17.43739653633808,3,-0.20533618973233914
39.144006982444125,34.875733631114514,35.28060422025681,4,0.40487058914229834
40.09713699662634,54.85701565919321,54.88610130923753,1,0.02908565004432262
40.78069423000072,45.30016163235118,45.114288100841264,2,-0.18587353150991248
41.44193635951405,17.1872979008576,17.001286052685607,3,-0.18601184817199368
42.164490791134305,35.60406098647917,36.00515326396928,4,0.40109227749010756
43.11722334995711,54.98764688334035,55.012898181239464,1,0.02525129789911773
43.80030938356914,44.72516718980124,44.53493095091919,2,-0.19023623888205066
44.46167247518148,16.777845582939932,16.61294228099465,3,-0.1649033019452837
45.194971379783475,36.32662645231299,36.72478030653953,4,0.3981538542265355
46.14729779175752,55.10041850087255,55.12181214235814,1,0.021393641485587978
46.829914501593095,44.13506766722186,43.942541607781635,2,-0.19252605944022605
47.491441992836684,16.417321443986665,16.275337860404527,3,-0.1419835835821388
48.22544674187183,37.04279752205153,37.43648451158007,4,0.39368698952853975
49.167359797587096,55.19453592325618,55.212075696325456,1,0.01753977306927368
49.8495124138771,43.534090743268195,43.337456282202915,2,-0.1966344610652797
50.511248981590235,16.11199461483359,15.994477387403615,3,-0.1175172274299765
51.24591496059354,37.74847033971973,38.137400259292725,4,0.3889299195729947
52.18740960574254,55.270359641967914,55.28403823973379,1,0.013678597765874656
52.869102063628,42.92065620934693,42.72002543048742,2,-0.2006307788595123
53.53109492354166,15.864152296224177,15.772539893529695,3,-0.09161240269448179
54.266377260221844,38.44548000721204,38.829364018965286,4,0.3838840117532456
55.21744729833609,55.328015908678196,55.33781482883087,1,0.009798920152675805
55.89868229451541,42.293033578397754,42.08851089605491,2,-0.20452268234284077
56.56098146886117,15.676366363644334,15.611938379888931,3,-0.0644279837554027
57.29683480409601,39.135573989725,39.514119532870815,4,0.3785455431458118
58.237472609958516,55.36709862473366,55.37302659139008,1,0.005927966656422257
58.918256130534374,41.65574270508188,41.447463511445264,2,-0.2082791936366135
