timestamp, measured distance, true distance, distance error
214.6812362337064,29.941434353176625,30.570043919172964,4,0.6286095659963387
216.1308472174275,43.9988250706946,44.147624161028034,1,0.14879909033343353
216.8272015769796,38.87456914609406,38.717956656148075,2,-0.1566124899459851
217.50637144519786,23.55024374387939,23.188432845825066,3,-0.36181089805432265
218.21191013178048,30.97822815087098,31.547319331406307,4,0.5690911805353274
219.66125194624064,44.56754285515059,44.78435523704245,1,0.21681238189185592
220.35675798549056,38.30039274099058,38.030931588978405,2,-0.2694611520121768
221.03579150486317,22.608747826221595,22.35932319525969,3,-0.24942463096190437
221.74276217677004,32.11860275289295,32.67624441769358,4,0.5576416648006344
223.19177034420125,45.30275046512475,45.49826357110844,1,0.19551310598368588
